"availability","brand_name","category","competitor_name","competitor_price","competitor_product_id","competitor_sale_price","currency","data_valid","discount_pct","gender_target","is_on_sale","product_name","scraped_at","sizes_available/0","sizes_available/1","sizes_available/2","sizes_available/3","sizes_available/4","sizes_available/5","sizes_available/6","sizes_available/7","sizes_available/8","sizes_available/9","sizes_available/10","sizes_available/11","sku_id","source_url","style_code"
"in_stock","Puma","Shorts","tchooz","72","tchooz:9040759783681",,"USD","true",,"men","false","BMW MMS Ess Shorts Ft 7"" Men","2026-04-26T03:00:08Z","S","M","L","XL",,,,,,,,,"63489601","https://tchoozshoes.com/products/63489601","63489601"
"in_stock","Puma","Tees","tchooz","74","tchooz:9040759980289",,"USD","true",,"men","false","BMW MMS Ess Polo Men","2026-04-26T03:00:08Z","S","M","L","XL",,,,,,,,,"63490001","https://tchoozshoes.com/products/63490001","63490001"
"in_stock","Puma","Tights","tchooz","40","tchooz:9086756258049",,"USD","true",,"women","false","W TAD ESSENTIAL TIGHT - HW 7/8 Women","2026-04-26T03:00:08Z","Purple","XS","M","L",,,,,,,,,"52589988","https://tchoozshoes.com/products/52589960","52589960"
"in_stock","Puma","Cap","tchooz","22","tchooz:6596108222656",,"USD","true",,"unisex","false","Ess Cap Sportstyle/Core Unisex","2026-04-26T03:00:08Z","Navy",,,,,,,,,,,,"5291903","https://tchoozshoes.com/products/5291901","5291901"
"in_stock","New Balance","Shoes","tchooz","154","tchooz:8005084774657","75","USD","true","51.3","women","true","New Balance 574 Lifestyle Women","2026-04-26T03:00:08Z","35.5",,,,,,,,,,,,"wl574evg","https://tchoozshoes.com/products/wl574evg","does_not_exist"
"in_stock","Puma","Gloves","tchooz","43","tchooz:8058949140737",,"USD","true",,"unisex","false","TR Ess Gloves Running/Training Unisex","2026-04-26T03:00:08Z","M","L",,,,,,,,,,,"4146501","https://tchoozshoes.com/products/4146501","4146501"
"in_stock","Puma","Towels","tchooz","35","tchooz:8568431542529",,"USD","true",,"unisex","false","Training Towel (70x140cm) TRAINING Unisex","2026-04-26T03:00:08Z","Purple",,,,,,,,,,,,"5461802","https://tchoozshoes.com/products/5461801","5461801"
"in_stock","Puma","Pants","tchooz","64","tchooz:8718539981057",,"USD","true",,"women","false","ESS Small No.1 Logo Sweatpnts TR Women","2026-04-26T03:00:08Z","XS","S","M","L",,,,,,,,,"68245001","https://tchoozshoes.com/products/68245001","68245001"
"in_stock","Puma","Low Boots","tchooz","95","tchooz:8961434484993","50","USD","true","47.37","men","true","Puma Smash 3.0 Buck Men","2026-04-26T03:00:08Z","40.5","41","45","46",,,,,,,,,"39233602","https://tchoozshoes.com/products/39233607","39233607"
"in_stock","New Balance","Low Boots","tchooz","169","tchooz:9120102809857","140","USD","true","17.16","men","true","NEW BALANCE-530 Men","2026-04-26T03:00:08Z","White And Black","42","43","44","44.5","45","46.5","Silver","White And Navy","White And Silver","White And Blue",,"MR530EWB","https://tchoozshoes.com/products/new-balance-530-men","MR530"
"in_stock","Puma","Low Boots","tchooz","123","tchooz:8732541092097",,"USD","true",,"men","false","Suede Classic Men","2026-04-26T03:00:08Z","Navy",,,,,,,,,,,,"39978103","https://tchoozshoes.com/products/39978107","39978107"
"in_stock","Puma","Tees","tchooz","31","tchooz:8689303781633",,"USD","true",,"men","false","ESS Small Logo Tee Men","2026-04-26T03:00:08Z","S","M","L","XL","XXL","Navy",,,,,,,"68253801","https://tchoozshoes.com/products/68253801","68253801"
"in_stock","Puma","Shorts","tchooz","70","tchooz:8740184293633","30","USD","true","57.14","men","true","EVOSTRIPE Shorts 8 DK Men","2026-04-26T03:00:08Z","XL",,,,,,,,,,,,"68461579","https://tchoozshoes.com/products/68461579","68461579"
"in_stock","Puma","Tees","tchooz","38","tchooz:9040757719297",,"USD","true",,"men","false","M RUN VELOCITY TEE (POLY) Men","2026-04-26T03:00:08Z","M","XL","XXL",,,,,,,,,,"52660038","https://tchoozshoes.com/products/52660038","52660038"
"in_stock","Puma","Low Boots","tchooz","85","tchooz:8778504896769",,"USD","true",,"men","false","ULTRA 5 PLAY FG/AG Men","2026-04-26T03:00:08Z","42.5","43","44","44.5","45","46",,,,,,,"10768902","https://tchoozshoes.com/products/10768902","10768902"
"in_stock","Puma","Low Boots","tchooz","85","tchooz:8778506666241",,"USD","true",,"men","false","ULTRA 5 PLAY TT Men","2026-04-26T03:00:08Z","41","42","43","44","44.5","45","46",,,,,,"10790502","https://tchoozshoes.com/products/10790502","10790502"
"in_stock","Puma","Low Boots","tchooz","108","tchooz:8783766421761",,"USD","true",,"men","false","X-Ray 3 LT Men","2026-04-26T03:00:08Z","41","42","42.5","43","44","45","47","White And Gray",,,,,"40022901","https://tchoozshoes.com/products/40022901","40022901"
"in_stock","Puma","Low boots","tchooz","113","tchooz:8751720464641",,"USD","true",,"women","false","Karmen II Idol Women","2026-04-26T03:00:08Z","37","38","39","40","41",,,,,,,,"39746102","https://tchoozshoes.com/products/39746101","39746101"
"in_stock","Puma","Tanks","tchooz","36","tchooz:9040757653761",,"USD","true",,"men","false","M RUN VELOCITY TANK (POLY) Men","2026-04-26T03:00:08Z","S","M","L","XL",,,,,,,,,"52659538","https://tchoozshoes.com/products/52659538","52659538"
"in_stock","Puma","Low Boots","tchooz","60","tchooz:9118999118081",,"USD","true",,"men","false","Flyer Lite 3 Men","2026-04-26T03:00:08Z","41","42","42.5","44","44.5","45","46","47","43",,,,"31079734","https://tchoozshoes.com/products/31079734","31079734"
"in_stock","Puma","Low Boots","tchooz","185","tchooz:8980008993025","130","USD","true","29.73","men","true","MB.05 Wings Men","2026-04-26T03:00:08Z","Yellow",,,,,,,,,,,,"31213101","https://tchoozshoes.com/products/31213101","31213101"
"in_stock","Puma","Caps","tchooz","26","tchooz:9038730625281",,"USD","true",,"unisex","false","ESS METAL PUMA CAT BB Cap","2026-04-26T03:00:08Z","Purple","X",,,,,,,,,,,"2599417","https://tchoozshoes.com/products/2599417","2599417"
"in_stock","Puma","Low Boots","tchooz","92","tchooz:9038730789121",,"USD","true",,"women","false","Court Lally Topcat Women","2026-04-26T03:00:08Z","36","37","37.5","38","38.5","40","41",,,,,,"40605902","https://tchoozshoes.com/products/40605902","40605902"
"in_stock","Puma","Sportband","tchooz","30","tchooz:9040756834561",,"USD","true",,"women","false","TR ESS Hairbands Women","2026-04-26T03:00:08Z","Purple",,,,,,,,,,,,"5345229","https://tchoozshoes.com/products/5345229","5345229"
"in_stock","Puma","Waterbottles","tchooz","26","tchooz:9040756900097",,"USD","true",,"unisex","false","TR SHAKER Waterbottle","2026-04-26T03:00:08Z","X",,,,,,,,,,,,"5351901","https://tchoozshoes.com/products/5351901","5351901"
"in_stock","Puma","Wallets","tchooz","15","tchooz:9040757129473",,"USD","true",,"unisex","false","PUMA PHASE Wallet","2026-04-26T03:00:08Z","X","Navy",,,,,,,,,,,"5475701","https://tchoozshoes.com/products/5475701","5475701"
"in_stock","Puma","Low Boots","tchooz","85","tchooz:8977064591617",,"USD","true",,"men","false","FUTURE 8 PLAY TT Men","2026-04-26T03:00:08Z","41","42","43","44","44.5","45","46","White And Black",,,,,"10860502","https://tchoozshoes.com/products/10860502","10860502"
"in_stock","Puma","Tees","tchooz","56","tchooz:9040758964481","35","USD","true","37.5","men","true","PL ESS Tee Men","2026-04-26T03:00:08Z","S","M","L","XL",,,,,,,,,"63449519","https://tchoozshoes.com/products/63449519","63449519"
"in_stock","Puma","Ball","tchooz","40","tchooz:8956550971649",,"USD","true",,"unisex","false","NEYMAR JR Graphic ball","2026-04-26T03:00:08Z","5",,,,,,,,,,,,"8488201","https://tchoozshoes.com/products/8488201","8488201"
"in_stock","Puma","Ball","tchooz","36","tchooz:9038730658049",,"USD","true",,"unisex","false","NEYMAR JR Graphic ball","2026-04-26T03:00:08Z","5",,,,,,,,,,,,"8502301","https://tchoozshoes.com/products/8502301","8502301"
"in_stock","Puma","Tanks","tchooz","46","tchooz:9040757424385",,"USD","true",,"women","false","W TAD ESSENTIAL 2 in 1 Tank Women","2026-04-26T03:00:08Z","XS","S","M","L",,,,,,,,,"52588913","https://tchoozshoes.com/products/52588913","52588913"
"in_stock","Puma","Low Boots","tchooz","165","tchooz:9115213103361","100","USD","true","39.39","men","true","Mostro OG Prime Men","2026-04-26T03:00:08Z","41","42","43","44","44.5","45","White And Black",,,,,,"40320603","https://tchoozshoes.com/products/mostro-og-prime-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","128","tchooz:9118151147777",,"USD","true",,"men","false","Scend Pro 2 Men","2026-04-26T03:00:08Z","42","44","White And Black",,,,,,,,,,"31077902","https://tchoozshoes.com/products/scend-pro-2-men","does_not_exist"
"in_stock","Puma","Jackets","tchooz","108","tchooz:9040757784833",,"USD","true",,"men","false","T7 ALWAYS ON Track Jacket DK Men","2026-04-26T03:00:08Z","S","L","XL","Navy",,,,,,,,,"62958701","https://tchoozshoes.com/products/62958701","62958701"
"in_stock","Puma","Pants","tchooz","92","tchooz:9040757948673",,"USD","true",,"men","false","T7 ALWAYS ON Track Pants DK cl Men","2026-04-26T03:00:08Z","S","M","XL","Navy",,,,,,,,,"62958801","https://tchoozshoes.com/products/62958801","62958801"
"in_stock","Puma","Tees","tchooz","36","tchooz:9040758374657",,"USD","true",,"women","false","WARDROBE ESS Slim Tee Women","2026-04-26T03:00:08Z","XS","S",,,,,,,,,,,"62974202","https://tchoozshoes.com/products/62974202","62974202"
"in_stock","Puma","Jackets","tchooz","75","tchooz:9040758472961",,"USD","true",,"boys","false","T7 ALWAYS ON Track Jacket Boys","2026-04-26T03:00:08Z","8 Years","10 Years","12 Years","14 Years",,,,,,,,,"62987501","https://tchoozshoes.com/products/62987501","62987501"
"in_stock","Puma","Hoodies","tchooz","118","tchooz:9040758636801",,"USD","true",,"men","false","EVOSTRIPE Core FZ Hoodie Men","2026-04-26T03:00:08Z","S","XL","M","L",,,,,,,,,"63152901","https://tchoozshoes.com/products/63152901","63152901"
"in_stock","Puma","Pants","tchooz","82","tchooz:8866982330625",,"USD","true",,"men","false","EVOSTRIPE CORE Pants Men","2026-04-26T03:00:08Z","S","M","XL",,,,,,,,,,"63153301","https://tchoozshoes.com/products/63153301","63153301"
"in_stock","Puma","Tights","tchooz","82","tchooz:9040759128321",,"USD","true",,"women","false","T7 Flared Popper Tights Women","2026-04-26T03:00:08Z","XS","L",,,,,,,,,,,"63456001","https://tchoozshoes.com/products/63456001","63456001"
"in_stock","Puma","Shorts","tchooz","51","tchooz:9040759193857",,"USD","true",,"women","false","WARDROBE ESS Shorts 4 TR Women","2026-04-26T03:00:08Z","XS","S","M","L",,,,,,,,,"63458101","https://tchoozshoes.com/products/63458101","63458101"
"in_stock","Puma","Tees","tchooz","56","tchooz:9040760242433",,"USD","true",,"men","false","SELECT Essentials Tee Men","2026-04-26T03:00:08Z","XL","S",,,,,,,,,,,"63646302","https://tchoozshoes.com/products/63646302","63646302"
"in_stock","Puma","Shorts","tchooz","27","tchooz:9040760307969",,"USD","true",,"boys","false","individualRISE Shorts Junior","2026-04-26T03:00:08Z","White And Black",,,,,,,,,,,,"65899903","https://tchoozshoes.com/products/65899903","65899903"
"in_stock","Puma","Tees","tchooz","31","tchooz:9040761323777",,"USD","true",,"men","false","ESS No. 1 Logo Sleeveless Tee Men","2026-04-26T03:00:08Z","S","M","L","XL",,,,,,,,,"68262602","https://tchoozshoes.com/products/68262602","68262602"
"in_stock","Puma","Suits","tchooz","128","tchooz:9040761520385",,"USD","true",,"men","false","ESS Sweat Suit TR Men","2026-04-26T03:00:08Z","S","M","L","XL","XXL",,,,,,,,"68484801","https://tchoozshoes.com/products/68484801","68484801"
"in_stock","Puma","Tights","tchooz","75","tchooz:9115231748353","10","USD","true","86.67","women","true","ANIMAL REMIX HW 7/8 TIGHT A-RUNNING/TRAINING Women","2026-04-26T03:00:08Z","White And Black",,,,,,,,,,,,"52481787","https://tchoozshoes.com/products/animal-remix-hw-7-8-tight-a-running-training-women","does_not_exist"
"in_stock","Puma","Suits","tchooz","128","tchooz:9040762044673",,"USD","true",,"women","false","Hooded Sweat Suit TR cl Women","2026-04-26T03:00:08Z","Purple","XS","S","M","L",,,,,,,,"69190260","https://tchoozshoes.com/products/69190260","69190260"
"in_stock","Puma","Hoodies","tchooz","118","tchooz:9040762863873",,"USD","true",,"men","false","EVOSTRIPE FZ Hoodie DK Men","2026-04-26T03:00:08Z","S",,,,,,,,,,,,"69219001","https://tchoozshoes.com/products/69219001","69219001"
"in_stock","Puma","Pants","tchooz","82","tchooz:9040763060481",,"USD","true",,"men","false","EVOSTRIPE Pants DK Men","2026-04-26T03:00:08Z","S",,,,,,,,,,,,"69219101","https://tchoozshoes.com/products/69219101","69219101"
"in_stock","Puma","Shorts","tchooz","72","tchooz:9040763453697",,"USD","true",,"men","false","EVOSTRIPE Shorts DK Men","2026-04-26T03:00:08Z","S","M","L","XL",,,,,,,,,"69219261","https://tchoozshoes.com/products/69219261","69219261"
"in_stock","Puma","Low Boots","tchooz","164","tchooz:9045771616513",,"USD","true",,"men","false","Solar Men","2026-04-26T03:00:08Z","41","42","42.5","43","44","44.5","45","46",,,,,"31117501","https://tchoozshoes.com/products/31117501","31117501"
"in_stock","Puma","Low Boots","tchooz","169","tchooz:9045771649281","135","USD","true","20.12","women","true","Solar Wns Women","2026-04-26T03:00:08Z","36","37","38.5","39","40","41",,,,,,,"31193504","https://tchoozshoes.com/products/31193504","31193504"
"in_stock","Puma","Low Boots","tchooz","110","tchooz:9045771845889",,"USD","true",,"women","false","Karmen II L Women","2026-04-26T03:00:08Z","36","37","37.5","38","38.5","39","40",,,,,,"39745601","https://tchoozshoes.com/products/39745601","39745601"
"in_stock","Puma","Low Boots","tchooz","135","tchooz:9115217461505","95","USD","true","29.63","men","true","X-Cell Lightspeed Men","2026-04-26T03:00:08Z","44",,,,,,,,,,,,"30997221","https://tchoozshoes.com/products/x-cell-lightspeed-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","32","tchooz:9115219296513","20","USD","true","37.5","boys","true","MID90s Graphic Tee I Boys","2026-04-26T03:00:08Z","8 Years",,,,,,,,,,,,"68846434","https://tchoozshoes.com/products/mid90s-graphic-tee-i-boys","does_not_exist"
"in_stock","Puma","Tees","tchooz","32","tchooz:9115219493121","20","USD","true","37.5","boys","true","Attacanto Logo Jersey jr","2026-04-26T03:00:08Z","White And Blue",,,,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/attacanto-logo-jersey-jr","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","155","tchooz:9115222802689","40","USD","true","74.19","men","true","Palermo 2 HARRY POTTER Men","2026-04-26T03:00:08Z","Black And Green",,,,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/palermo-2-harry-potter-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","30","tchooz:9115224801537","10","USD","true","66.67","boys","true","PUMA CLASS Graphic Tee Boys","2026-04-26T03:00:08Z","8 Years",,,,,,,,,,,,"68581430","https://tchoozshoes.com/products/puma-class-graphic-tee-boys","does_not_exist"
"in_stock","Puma","Backpacks","tchooz","50","tchooz:9115225424129",,"USD","true",,"unisex","false","PUMA PHASE PATCH Backpack Unisex","2026-04-26T03:00:08Z","X",,,,,,,,,,,,"9116102","https://tchoozshoes.com/products/puma-phase-patch-backpack-unisex","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115225522433",,"USD","true",,"unisex","false","PUMA CUP Graphic ball Unisex","2026-04-26T03:00:08Z","5",,,,,,,,,,,,"8458701","https://tchoozshoes.com/products/puma-cup-graphic-ball-unisex","does_not_exist"
"in_stock","Puma","Ball","tchooz","25","tchooz:9115227750657",,"USD","true",,"unisex","false","NEYMAR JR Graphic miniball Unisex","2026-04-26T03:00:08Z","MINI",,,,,,,,,,,,"8467901","https://tchoozshoes.com/products/neymar-jr-graphic-miniball-unisex","does_not_exist"
"in_stock","Puma","Tights","tchooz","25","tchooz:9115228012801",,"USD","true",,"women","false","W TAD GRAPHIC TIGHT - 7/8 AOP Women","2026-04-26T03:00:08Z","M",,,,,,,,,,,,"52590146","https://tchoozshoes.com/products/w-tad-graphic-tight-7-8-aop-women","does_not_exist"
"in_stock","Puma","Backpacks","tchooz","45","tchooz:9115230470401",,"USD","true",,"unisex","false","Core Up Minime Backpack CORE Unisex","2026-04-26T03:00:08Z","X",,,,,,,,,,,,"9065201","https://tchoozshoes.com/products/core-up-minime-backpack-core-unisex","does_not_exist"
"in_stock","Puma","Waterbottles","tchooz","36","tchooz:9115232108801","26","USD","true","27.78","unisex","true","Running soft bottle Accessories Run/Train Unisex","2026-04-26T03:00:08Z","Beige",,,,,,,,,,,,"5449201","https://tchoozshoes.com/products/running-soft-bottle-accessories-run-train-unisex","does_not_exist"
"in_stock","Puma","Pants","tchooz","60","tchooz:9115212873985","30","USD","true","50","boys","true","MID90s Sweatpants TR Boys","2026-04-26T03:00:08Z","12 Years","16 Years","8 Years","10 Years","14 Years",,,,,,,,"68847034","https://tchoozshoes.com/products/mid90s-sweatpants-tr-boys","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115229487361","15","USD","true","50","men","true","PUMA FINAL Graphic ball Men","2026-04-26T03:00:08Z","Yellow",,,,,,,,,,,,"8434702","https://tchoozshoes.com/products/puma-final-graphic-ball-men","does_not_exist"
"in_stock","Puma","Sportband","tchooz","30","tchooz:9115230044417","15","USD","true","50","women","true","AT Sportbands Women","2026-04-26T03:00:08Z","X",,,,,,,,,,,,"5345230","https://tchoozshoes.com/products/at-sportbands-women","does_not_exist"
"in_stock","Puma","Short","tchooz","43","tchooz:9115222475009",,"USD","true",,"men","false","M TAD ESSENTIALS 8 Knit Short Men","2026-04-26T03:00:08Z","M","L","XL","S",,,,,,,,,"52590901","https://tchoozshoes.com/products/m-tad-essentials-8-knit-short-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","40","tchooz:9115218510081",,"USD","true",,"men","false","EVOSTRIPE Tee Men","2026-04-26T03:00:08Z","S","XXL","Olive","White And Silver","XL",,,,,,,,"68822902","https://tchoozshoes.com/products/evostripe-tee-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","92","tchooz:9120103137537",,"USD","true",,"women","false","Puma Rickie Classic Women","2026-04-26T03:00:08Z","36","37","37.5","40","White And Gold",,,,,,,,"39425101-w","https://tchoozshoes.com/products/puma-rickie-classic-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","55","tchooz:9130105340161",,"USD","true",,"kids","false","Puma Rickie Classic V PS","2026-04-26T03:00:08Z","28","29","30","31","32","33","35","White And Gold",,,,,"39425313","https://tchoozshoes.com/products/puma-rickie-classic-v-ps","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","154","tchooz:9120102908161",,"USD","true",,"women","false","PWR Hybrid TR Women","2026-04-26T03:00:08Z","Black And Yellow","White And Teal","Black And Pink",,,,,,,,,,"31047722","https://tchoozshoes.com/products/pwr-hybrid-tr-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","118","tchooz:9045771682049",,"USD","true",,"women","false","Court Pro 2 Women","2026-04-26T03:00:08Z","36","37","37.5","38","40",,,,,,,,"31218009-w","https://tchoozshoes.com/products/31218009-w","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","123","tchooz:9130068771073",,"USD","true",,"women","false","X-RAY 4 Women","2026-04-26T03:00:08Z","36","37","37.5","38","38.5","39","40","41",,,,,"40474708","https://tchoozshoes.com/products/x-ray-4-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","92","tchooz:9130104783105",,"USD","true",,"women","false","Carina 3.0 Metallic Whisper Women","2026-04-26T03:00:08Z","White And Gold","White And Silver",,,,,,,,,,,"40451102","https://tchoozshoes.com/products/carina-3-0-metallic-whisper-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","118","tchooz:9130105012481",,"USD","true",,"men","false","SOFTRIDE COSMIC STREET SLIPTECH Men","2026-04-26T03:00:08Z","Black And Green","42","42.5","43","44","45","46","47",,,,,"40263209","https://tchoozshoes.com/products/softride-cosmic-street-sliptech-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","92","tchooz:9130104226049",,"USD","true",,"men","false","Skyrocket Lite 2 Men","2026-04-26T03:00:08Z","45","46","White And Black","Navy",,,,,,,,,"31173009","https://tchoozshoes.com/products/skyrocket-lite-2-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","123","tchooz:9130104586497",,"USD","true",,"men","false","X-RAY 4 Men","2026-04-26T03:00:08Z","Black And Green","White And Blue","White And Red","41","42","42.5","43","44","44.5","45","46","47","40474705","https://tchoozshoes.com/products/x-ray-4-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","103","tchooz:9130104914177",,"USD","true",,"women","false","K-Moda Women","2026-04-26T03:00:08Z","White And Black","36","37","37.5","38","38.5","39","40","41",,,,"40449904","https://tchoozshoes.com/products/k-moda-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","154","tchooz:9115233779969",,"USD","true",,"men","false","PWR Hybrid TR Men","2026-04-26T03:00:08Z","41","44","44.5","45","46","47","42","43","White And Black",,,,"31028220","https://tchoozshoes.com/products/pwr-hybrid-tr-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","65","tchooz:9115233485057",,"USD","true",,"boys","false","ATTACANTO II FG/AG Junior","2026-04-26T03:00:08Z","White And Black","Black And Blue",,,,,,,,,,,"10849701","https://tchoozshoes.com/products/attacanto-ii-fg-ag-junior","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","103","tchooz:9130105667841",,"USD","true",,"women","false","Carina Mia Women","2026-04-26T03:00:08Z","White And Black",,,,,,,,,,,,"40263702","https://tchoozshoes.com/products/carina-mia-women","does_not_exist"
"in_stock","Puma","Shoes","tchooz","70","tchooz:9115232272641",,"USD","true",,"women","false","PUMA Cali Court Lth Wns Sportstyle/Core Women","2026-04-26T03:00:08Z","37.5",,,,,,,,,,,,"39380205","https://tchoozshoes.com/products/puma-cali-court-lth-wns-sportstyle-core-women","does_not_exist"
"in_stock","Tchooz Shoes","avisplus-product-options","tchooz","1","tchooz:8824316625153",,"USD","true",,,"false","Gift box","2026-04-26T03:00:08Z","Gift box",,,,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/gift-box","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","150","tchooz:9130068312321",,"USD","true",,"men","false","Mostro OG Men","2026-04-26T03:00:08Z","41","42","42.5","43","44","44.5","45","46","47",,,,"39733017","https://tchoozshoes.com/products/mostro-og-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","87","tchooz:9130105569537",,"USD","true",,"men","false","Puma Shuffle Men","2026-04-26T03:00:08Z","41","42","42.5","43","44","44.5","45","46","47","White And Black",,,"30966805","https://tchoozshoes.com/products/puma-shuffle-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","92","tchooz:9130105733377",,"USD","true",,"women","false","Court Lally Skye Women","2026-04-26T03:00:08Z","White And Black","37","37.5","39","40","41",,,,,,,"40036803","https://tchoozshoes.com/products/court-lally-skye-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","100","tchooz:9115220771073","50","USD","true","50","men","true","Puma Super Turino Men","2026-04-26T03:00:08Z","47",,,,,,,,,,,,"40261202","https://tchoozshoes.com/products/puma-super-turino-men","does_not_exist"
"in_stock","Puma","Tights","tchooz","95","tchooz:9130104127745","65","USD","true","31.58","women","true","W CLOUDSPUN TIGHT AOP - HW FL Women","2026-04-26T03:00:08Z","M","L","Black And Gray",,,,,,,,,,"52750101","https://tchoozshoes.com/products/w-cloudspun-tight-aop-hw-fl-women","does_not_exist"
"in_stock","Puma","Shorts","tchooz","65","tchooz:8797797351681","25","USD","true","61.54","women","true","WARDROBE ESS Shorts 4 Pointelle Women","2026-04-26T03:00:08Z","M","L",,,,,,,,,,,"4067983359477","https://tchoozshoes.com/products/62976402","62976402"
