sku_id,brand,product_name,system_category,gender,retail_price_usd,cost_price_usd,initial_stock,current_stock,inventory_value_at_cost,inventory_value_at_retail,status
SP-745B1972AB,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,women,255.18,99.36,11,11,1092.96,2806.98,active
SP-485BDE7E2C,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,women,224.87,99.36,9,9,894.24,2023.83,active
SP-545229B88B,Adidas,"4Dfwd 3 Running Shoes, Grey",footwear,men,171.5,76.32,11,11,839.52,1886.5,active
SP-BEDB9977CB,Adidas,"4Dfwd 4 Running Shoes, Black",footwear,women,154.0,76.32,12,12,915.84,1848.0,active
SP-0D8F9A9ADA,Adidas,"4Dfwd 4 Running Shoes, White",footwear,women,182.95,99.36,10,10,993.6,1829.5,active
SP-9DB6B598F6,Adidas,"4Dfwd 4 Running Shoes, White",footwear,men,145.33,60.96,12,12,731.52,1743.96,active
SP-F272E0B3EC,Crocs,Crocs All Day Men Lifestyle Slippers Black,footwear,men,39.39,18.72,12,12,224.64,472.68,active
SP-26CA5937C8,Crocs,Crocs All Day Men Lifestyle Slippers Navy,footwear,men,44.51,18.72,12,12,224.64,534.12,active
SP-CA4D78ABDF,Crocs,Crocs All Day Women Lifestyle Slippers Black,footwear,women,36.75,18.72,10,10,187.2,367.5,active
SP-0A0C5718B8,Crocs,Crocs All Day Women Lifestyle Slippers Powder Pink,footwear,women,44.63,18.72,9,9,168.48,401.67,active
SP-1DE83EF0B0,Crocs,Crocs All Day Women Lifestyle Slippers White,footwear,women,31.42,18.72,10,10,187.2,314.2,active
SP-22ED3EE46C,Crocs,Crocs All Terrain Kids Lifestyle Sandals Storm,footwear,kids,32.41,15.08,9,9,135.72,291.69,active
SP-1EFF62AD3C,Crocs,Crocs Bae Clog Women Lifestyle Black,footwear,women,83.16,43.68,10,10,436.8,831.6,active
SP-B3F68BA4E6,Crocs,Crocs Bae Clog Women Lifestyle Dragon Fruit,footwear,women,84.2,43.68,10,10,436.8,842.0,active
SP-579FCCF26F,Crocs,Crocs Bae Clog Women Lifestyle Kiwi,footwear,women,81.46,43.68,10,10,436.8,814.6,active
SP-9EF0AF0731,Crocs,Crocs Bae Clog Women Lifestyle Orangesicle,footwear,women,77.12,43.68,10,10,436.8,771.2,active
SP-4922B84AAD,Crocs,Crocs Bae Clog Women Lifestyle White,footwear,women,103.95,43.68,9,9,393.12,935.55,active
SP-1B705F3CD9,Crocs,Crocs Bae Glitter Clog Women Lifestyle Clog Pink Milk,footwear,women,78.2,46.8,9,9,421.2,703.8,active
SP-0AA1FDD34E,Crocs,Crocs Bae Glitter Women Lifestyle Clog Black,footwear,women,105.2,46.8,9,9,421.2,946.8,active
SP-6F212837EF,Crocs,Crocs Bae Lined Women Lifestyle Clog Black,footwear,women,70.06,34.84,9,9,313.56,630.54,active
SP-63D1F944FA,Crocs,Crocs Bae Pinnacle Embellished Women Lifestyle Clog Frappe,footwear,women,192.49,87.36,9,9,786.24,1732.41,active
SP-7C595F60D7,Crocs,Crocs Bae Women Lifestyle Clog Mauve Mist,footwear,women,105.71,43.68,10,10,436.8,1057.1,active
SP-5FCBB664AF,Crocs,Crocs Bae Women Lifestyle Clog Milk Chocolate,footwear,women,83.53,43.68,9,9,393.12,751.77,active
SP-57E4E0DDE1,Crocs,Crocs Bae Women Lifestyle Clog Quartz,footwear,women,78.52,43.68,10,10,436.8,785.2,active
SP-CE1996B0E0,Crocs,Crocs Bae Women Lifestyle Clog Starfish,footwear,women,91.09,43.68,9,9,393.12,819.81,active
SP-12E813D427,Crocs,Crocs Bae Women Lifestyle Clog Taupe,footwear,women,88.7,43.68,10,10,436.8,887.0,active
SP-D62159F18D,Crocs,Crocs Barbie Classic Infant Lifestyle Clog Multi,footwear,kids,67.25,31.2,10,10,312.0,672.5,active
SP-ABDA020E90,Crocs,Crocs Barbie Classic Kids Lifestyle Clog Multi,footwear,kids,82.57,34.32,10,10,343.2,825.7,active
SP-CC5CDA3953,Crocs,Crocs Bistro Slip Resistant Work Clog Unisex lifestyle Slippers Black,footwear,unisex,43.74,21.84,9,9,196.56,393.66,active
SP-8909E63A20,Crocs,Crocs Bistro Slip Resistant Work Clog Unisex lifestyle Slippers Navy,footwear,unisex,47.71,21.84,10,10,218.4,477.1,active
SP-B6194DA390,New Balance,Joe Freshgoods x New Balance NB9060,footwear,unisex,87.68,39.2,14,14,548.8,1227.52,active
SP-AA3A19B5B7,New Balance,New Balance 1000 Women Lifestyle Shoes Silver Metallic,footwear,women,246.43,112.21,10,10,1122.1,2464.3,active
SP-1119C7A992,New Balance,New Balance 1080 Men Running Shoes Black/Magnet/Linen,footwear,men,248.52,98.98,10,10,989.8,2485.2,active
SP-24B46A527F,New Balance,New Balance 1080 Women Running Shoes Black/Phantom,footwear,women,235.95,98.98,9,9,890.82,2123.55,active
SP-D066E902D0,New Balance,New Balance 1080V15 Men Running Shoes Afterglow,footwear,men,273.3,134.75,12,12,1617.0,3279.6,active
SP-DB450DEC3B,New Balance,New Balance 1080V15 Men Running Shoes Black,footwear,men,316.67,134.75,12,12,1617.0,3800.04,active
SP-928176DAC9,New Balance,New Balance 1440 Men Running Shoes Black,footwear,men,133.65,53.41,10,10,534.1,1336.5,active
SP-A5571E2645,New Balance,New Balance 1906 Men Lifestyle Shoes Silver/Black,footwear,unisex,343.62,134.75,12,12,1617.0,4123.44,active
SP-B2BF00C26E,New Balance,New Balance 1906R Unisex Lifestyle Shoes Harbor Grey,footwear,unisex,303.52,134.75,12,12,1617.0,3642.24,active
SP-9E192AAE8B,New Balance,New Balance 1906R Women Lifestyle Shoes Silver Metalic,footwear,women,176.78,98.98,12,12,1187.76,2121.36,active
SP-16070A4590,New Balance,New Balance 2002R Unisex Lifestyle Shoes Bone/ Light Aluminum,footwear,unisex,137.52,62.72,9,9,564.48,1237.68,active
SP-5142DAE261,New Balance,New Balance 204L Women Lifestyle Shoes Grey,footwear,women,171.06,82.81,12,12,993.72,2052.72,active
SP-FB406DA2F5,New Balance,New Balance 237 Women Lifestyle Shoes Sea Salt,footwear,women,93.08,49.98,9,9,449.82,837.72,active
SP-A0C279D81B,New Balance,New Balance 327 Men Lifestyle Shoes Black/White,footwear,men,179.43,82.81,13,13,1076.53,2332.59,active
SP-3B47C73D99,New Balance,New Balance 327 Men Lifestyle Shoes Brown,footwear,men,180.76,82.81,14,14,1159.34,2530.64,active
SP-C48AE249D6,New Balance,New Balance 327 Men Lifestyle Shoes Grey/ White,footwear,men,139.02,57.82,10,10,578.2,1390.2,active
SP-B2EA9F6428,New Balance,New Balance 327 Men Lifestyle Shoes Tornado,footwear,men,184.98,82.81,14,14,1159.34,2589.72,active
SP-5F9B088137,New Balance,New Balance 327 Ps-Boys Lifestyle Shoes Black/White,footwear,kids,82.24,37.24,10,10,372.4,822.4,active
SP-3346E77C8D,New Balance,New Balance 327 Ps-Boys Lifestyle Shoes Silver Birch,footwear,kids,79.93,37.24,10,10,372.4,799.3,active
SP-112F8642D1,New Balance,New Balance 327 Women Lifestyle Shoes Black,footwear,women,200.68,90.65,14,14,1269.1,2809.52,active
SP-7B8C3CDB88,New Balance,New Balance 327 Women Lifestyle Shoes Black/Sea Salt,footwear,women,183.9,82.81,9,9,745.29,1655.1,active
SP-4BFC3223D5,New Balance,New Balance 327 Women Lifestyle Shoes Moonbeam,footwear,women,205.09,82.81,10,10,828.1,2050.9,active
SP-EED5158BD6,New Balance,New Balance 327 Women Lifestyle Shoes Moonbeam/Stone Pink,footwear,women,177.62,82.81,13,13,1076.53,2309.06,active
SP-A09457D613,Nike,Nike Air Force 1 '07 Next Nature Women Lifestyle Shoes White/Linen,footwear,women,205.13,97.29,12,12,1167.48,2461.56,active
SP-74302C346B,Nike,Nike Air Force 1 '07 Women Lifestyle Shoes Burgundy Crush,footwear,women,184.18,79.43,9,9,714.87,1657.62,active
SP-23392C79BE,Nike,Nike Air Force 1 '07 Women Lifestyle Shoes Midnight Navy/Black,footwear,women,246.76,105.75,9,9,951.75,2220.84,active
SP-DC2D1E2F28,Nike,Nike Air Force 1 07 Gtx Men Lifestyle Shoes Fauna Brown/Black,footwear,men,189.35,91.18,10,10,911.8,1893.5,active
SP-7DAC8BE0F9,Nike,Nike Air Force 1 07 Lv8 Men Lifestyle Shoes Anthracite/Grey,footwear,men,273.82,105.75,10,10,1057.5,2738.2,active
SP-A4B321429E,Nike,Nike Air Force 1 07 Lv8 Men Lifestyle Shoes Black/Wolf Grey,footwear,men,160.86,72.85,13,13,947.05,2091.18,active
SP-DCBF4E8148,Nike,Nike Air Force 1 07 Men Lifestyle Shoes White/Black,footwear,men,213.98,97.29,13,13,1264.77,2781.74,active
SP-672C269E79,Nike,Nike Air Force 1 07 Next Nature Women Lifestyle Shoes White/Silver,footwear,women,137.11,72.85,10,10,728.5,1371.1,active
SP-5B19015206,Nike,Nike Air Force 1 07 Premium Flowers Women Lifestyle Shoes Black/White/Gold,footwear,women,217.81,105.75,10,10,1057.5,2178.1,active
SP-F32E6859B7,Nike,Nike Air Force 1 07 Vintage Women Lifestyle Shoes Burgundy/Silvr/White,footwear,women,189.44,79.43,12,12,953.16,2273.28,active
SP-DB0AA24C01,Nike,Nike Air Force 1 07 Wb Men Lifestyle Shoes Flax/Gum/Black,footwear,men,169.9,72.85,12,12,874.2,2038.8,active
SP-754C50418D,Nike,Nike Air Force 1 07 Wb Men Lifestyle Shoes Wolf Grey/Black,footwear,men,179.91,72.85,9,9,655.65,1619.19,active
SP-882C75963E,Nike,Nike Air Force 1 07 Women Lifestyle Shoes Summit White,footwear,women,135.55,69.56,9,9,626.04,1219.95,active
SP-B677F147CF,Nike,Nike Air Force 1 07 Women Lifestyle Shoes White,footwear,women,187.87,97.29,13,13,1264.77,2442.31,active
SP-A766A3D4CB,Nike,Nike Air Force 1 Gs-Girls Lifestyle Shoes White/Pink,footwear,kids,118.21,53.58,9,9,482.22,1063.89,active
SP-EF3A3CE8FD,Nike,Nike Air Force 1 Le Gs-Boys Lifestyle Shoes Black,footwear,kids,204.55,81.78,12,12,981.36,2454.6,active
SP-75279CED6C,Nike,Nike Air Force Men Lifestyle Shoes Summit White,footwear,men,183.95,69.56,9,9,626.04,1655.55,active
SP-20E0FF4DDC,Nike,Nike Air Jordan 1 Low Gs-Girls Lifestyle Shoes Black/White/Pink,footwear,kids,191.59,77.08,9,9,693.72,1724.31,active
SP-76A23C6634,Nike,Nike Air Jordan 1 Low Men Lifestyle Shoes Black/White,footwear,men,162.74,79.43,10,10,794.3,1627.4,active
SP-7286ED76D8,Nike,Nike Air Jordan 1 Low Men Lifestyle Shoes Gym Red/White/Black,footwear,men,216.35,105.75,9,9,951.75,1947.15,active
SP-B49F9A44F0,Nike,Nike Air Jordan 1 Low Se Women Lifestyle Shoes Anthracite,footwear,women,157.87,74.73,9,9,672.57,1420.83,active
SP-8F8A2E507A,Nike,Nike Air Jordan 1 Low Women Lifestyle Shoes Mystic Hibiscus,footwear,women,193.14,79.43,11,11,873.73,2124.54,active
SP-8DEF4856DC,Nike,Nike Air Jordan 1 Men Lifestyle Shoes Sail/Blue/Lava/White,footwear,men,188.91,79.43,10,10,794.3,1889.1,active
SP-5D4B96E09C,Nike,Nike Air Jordan 1 Men Lifestyle Sneakers Black/White/Red,footwear,men,160.62,74.73,9,9,672.57,1445.58,active
SP-B461EE0286,ON,On Cloudboom Max 1 Men Running Shoes White/Black,footwear,men,359.24,128.34,13,13,1668.42,4670.12,active
SP-64DAAC38A4,ON,On Cloudboom Max 1 Women Running Shoes Honeydrew/Lilac,footwear,women,273.77,102.58,9,9,923.22,2463.93,active
SP-749D462018,Adidas,"Studio Lounge Rib Jumpsuit, Green",football_boots,women,23.57,10.08,6,6,60.48,141.42,active
SP-B508115FF9,ON,On Studio 7/8 Training High Waist Plain Mineral,football_boots,women,164.2,66.7,7,7,466.9,1149.4,active
SP-CA2B45C970,ON,On Studio 7/8 Women Training 7/8 Tight Navy,football_boots,women,164.9,66.7,6,6,400.2,989.4,active
SP-238EEC1D13,ON,On Studio Crop Top Women Training Long Sleeve Heron,football_boots,women,80.74,34.5,7,7,241.5,565.18,active
SP-966ED5B129,ON,On Studio High Waist Women Training 7/8 Tight Black,football_boots,women,143.48,66.7,7,7,466.9,1004.36,active
SP-09E55BAC3E,Adidas,2024 Copa Gloro2,football_boots,unisex,65.57,33.6,8,8,268.8,524.56,active
SP-79E8A2816E,Adidas,2024 Copa Gloro2 FG 39-45,football_boots,unisex,82.09,36.0,8,8,288.0,656.72,active
SP-3350E7D69E,Adidas,ADIDAS COPA PURE II+ FG BOOTS39+45,football_boots,unisex,83.85,36.0,8,8,288.0,670.8,active
SP-404E26F96A,Nike,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG,football_boots,unisex,67.88,31.02,10,10,310.2,678.8,active
SP-7BE0A2526A,Nike,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG6,football_boots,unisex,76.67,32.9,10,10,329.0,766.7,active
SP-4129A11BDA,Nike,35-45 Nike Air Zoom Mercurial Vapor XV Elite TF,football_boots,unisex,61.48,31.02,10,10,310.2,614.8,active
SP-AF96283080,Nike,35-45） Nike Air Zoom Mercurial Superfly IX Elite FG,football_boots,unisex,69.23,31.49,10,10,314.9,692.3,active
SP-435247DC0F,Puma,2024 new Puma Mg studs football shoes PUMA FUTURE 2024 39-45,football_boots,unisex,60.37,35.0,8,8,280.0,482.96,active
SP-A2F2F1E782,Puma,FUTURE 7 ULTIMATE FG36-45,football_boots,unisex,77.68,37.5,10,10,375.0,776.8,active
SP-5ECECDA788,Puma,FUTURE 7 ULTIMATE MG,football_boots,unisex,67.91,35.0,8,8,280.0,543.28,active
SP-BCCE453E4E,Puma,PUMA FUTURE 2024,football_boots,unisex,66.83,33.0,8,8,264.0,534.64,active
SP-46BE11CF40,Topten Accessories,Topten Accessories The Ultimate Soccer Backpack Unisex Back To School Bag Blue/White,football_boots,unisex,14.56,7.28,6,6,43.68,87.36,active
SP-8DA54A884E,Adidas,Adidas All Szn Men Sportswear Hoody Black,apparel,men,107.34,45.84,14,14,641.76,1502.76,active
SP-236F78ABB2,Adidas,Adidas Camo Graphic Kids-Boys Sportswear T-Shirt Black,apparel,kids,27.49,13.68,14,14,191.52,384.86,active
SP-511FC63A1A,Adidas,Adidas D4T 3 Stripes Men Training Short Black,apparel,men,68.3,36.72,14,14,514.08,956.2,active
SP-275CC88728,Adidas,Adidas Essentials Big Logo Men Sportswear T-Shirt White/Black,apparel,men,42.19,21.36,14,14,299.04,590.66,active
SP-DB6E685B51,Adidas,Adidas Fc Bayern 25/26 Home Jersey Men Football T-Shirt Red,apparel,men,140.76,76.32,14,14,1068.48,1970.64,active
SP-CC132CEF52,Adidas,Adidas Food Grilled Cheese Graphic Men Sportswear T-Shirt Off White,apparel,men,43.76,21.36,14,14,299.04,612.64,active
SP-42DCF92EB8,Adidas,Adidas Juventus 25/26 Home Jersey Kids-Unisex Football T-Shirt White/Black,apparel,unisex,129.37,56.16,14,14,786.24,1811.18,active
SP-DE8799B8CD,Adidas,Adidas Juventus 25/26 Home Jersey Men Football T-Shirt White/Black,apparel,men,198.12,73.2,14,14,1024.8,2773.68,active
SP-DB14195D44,Adidas,Adidas Real Madrid 25/26 Away Jersey Men Football T-Shirt Legend Ink,apparel,men,160.45,73.2,14,14,1024.8,2246.3,active
SP-DA8CC184C9,Adidas,Adidas Real Madrid 25/26 Home Jersey Kids-Unisex Football T-Shirt White,apparel,unisex,112.3,56.16,14,14,786.24,1572.2,active
SP-56FCC8F98B,Adidas,Adidas Real Madrid 25/26 Home Jersey Men Football T-Shirt White,apparel,men,175.67,73.2,14,14,1024.8,2459.38,active
SP-709D55A450,Adidas,Adidas Real Madrid 25/26 Home Kids-Unisex Football Short White,apparel,unisex,56.3,29.28,14,14,409.92,788.2,active
SP-351A270268,Adidas,Adidas Real Madrid 25/26 Home Men Football Short White,apparel,men,72.85,32.16,14,14,450.24,1019.9,active
SP-0246864EFD,Adidas,Adidas Workout Essentials Woven Women Training Pant Black,apparel,women,75.36,36.72,14,14,514.08,1055.04,active
SP-DA4EFC860B,Adidas,"3 Stripes Bralett, Black",apparel,women,47.59,25.92,14,14,362.88,666.26,active
SP-154D0C8A2D,Adidas,"3 Stripes Leggings, Black",apparel,women,37.8,16.8,14,14,235.2,529.2,active
SP-33F5CF243E,Adidas,"3 Stripes Leggings, Turquoise",apparel,women,12.2,6.72,14,14,94.08,170.8,active
SP-FF9B4B4F9C,Adidas,"3 Stripes Slim T-Shirt, Black",apparel,women,53.63,25.92,14,14,362.88,750.82,active
SP-7F6612273E,Adidas,"3 Stripes Slim T-Shirt, White",apparel,women,48.34,25.92,14,14,362.88,676.76,active
SP-625A952A40,Adidas,"3-Stripes Bra Long-Sleeve Top, Multicolour",apparel,women,22.04,10.56,14,14,147.84,308.56,active
SP-753874965B,Adidas,"3-Stripes Clx Very-Short-Length Swim Shorts, Blue",apparel,men,35.68,14.88,14,14,208.32,499.52,active
SP-80442AC9A2,Adidas,"3-Stripes French Terry Shorts, Purple",apparel,women,27.92,11.52,14,14,161.28,390.88,active
SP-154D3E9BB1,Adidas,"3-Stripes Leggings, Black",apparel,women,38.91,16.32,14,14,228.48,544.74,active
SP-E7F43FB6BA,Adidas,"3-Stripes Leggings, Brown",apparel,women,43.71,20.64,14,14,288.96,611.94,active
SP-E0B825C9D5,Adidas,"3-Stripes Leggings, Green",apparel,women,24.15,10.56,14,14,147.84,338.1,active
SP-AA14E90547,Adidas,"3-Stripes Leggings, Multicolour",apparel,women,28.73,12.96,14,14,181.44,402.22,active
SP-E20D71253B,New Balance,New Balance 25 Inches Essential High-Rise Women Performance 7/8 Tight Black,apparel,women,72.99,28.91,14,14,404.74,1021.86,active
SP-7CDB28E0F3,New Balance,New Balance Accelerate 7 Inch Men Performanc Short Ice Blue,apparel,men,25.92,13.23,14,14,185.22,362.88,active
SP-8B54A344D5,New Balance,New Balance Archive Men Lifestyle Sweatshirt Athletic Grey,apparel,men,66.93,35.28,14,14,493.92,937.02,active
SP-264C0F6E4D,New Balance,New Balance Athletic Jersey Women Lifestyle T-Shirt Black,apparel,women,50.21,24.01,14,14,336.14,702.94,active
SP-016FA5F172,New Balance,New Balance Athletic Premium Logo Relaxed Women Lifestyle Sweatshirt Big Teal,apparel,women,77.65,36.75,14,14,514.5,1087.1,active
SP-4C55644A29,New Balance,New Balance Athletics Flower Women Lifestyle T-Shirt Clay Ash,apparel,women,38.91,18.62,14,14,260.68,544.74,active
SP-8EDF34B77B,New Balance,New Balance Athletics French Terry Logo Men Lifestyle Hoody Black,apparel,men,96.07,43.12,14,14,603.68,1344.98,active
SP-F557DDEAE8,New Balance,New Balance Athletics French Terry Men Lifestyle Hoody Dusk Shower,apparel,men,88.45,39.2,14,14,548.8,1238.3,active
SP-6477693F65,New Balance,New Balance Athletics French Terry Men Lifestyle Pant Black,apparel,men,92.21,48.51,14,14,679.14,1290.94,active
SP-C2A32D9C08,New Balance,New Balance Athletics French Terry Men Lifestyle Pant Pumpernickel,apparel,men,115.28,51.45,14,14,720.3,1613.92,active
SP-E859AD8963,New Balance,New Balance Athletics French Terry Women Lifestyle Pant Linen,apparel,women,73.86,36.26,14,14,507.64,1034.04,active
SP-E8BBCA75D7,New Balance,New Balance Athletics French Terry Women Lifestyle Short Linen,apparel,women,66.43,26.95,14,14,377.3,930.02,active
SP-ABD0B6080A,New Balance,New Balance Athletics Gradient Shoes Women Lifestyle T-Shirt Linen,apparel,women,36.38,16.66,14,14,233.24,509.32,active
SP-02EF4F091B,New Balance,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,apparel,kids,33.41,17.15,14,14,240.1,467.74,active
SP-9DE0BC17BB,New Balance,New Balance Athletics Graphic Men Performanc T-Shirt Black,apparel,men,48.16,19.11,14,14,267.54,674.24,active
SP-BA949A0923,New Balance,New Balance Athletics Graphic Men Performance T-Shirt Lab Green,apparel,men,25.64,13.72,14,14,192.08,358.96,active
SP-B87306A6F9,New Balance,New Balance Athletics Jersey Women Lifestyle T-Shirt Daybreak,apparel,women,58.59,24.01,14,14,336.14,820.26,active
SP-BB4CF55CF1,New Balance,New Balance Athletics Kids-Boys Performanc Short Caviar,apparel,kids,39.96,19.11,14,14,267.54,559.44,active
SP-AA4107C9BC,New Balance,New Balance Athletics Logo Men Lifestyle T-Shirt Dream State,apparel,men,39.55,16.66,14,14,233.24,553.7,active
SP-8CE19B7B41,New Balance,New Balance Athletics Men Lifestyle Pant Ash Heather,apparel,men,84.54,36.26,14,14,507.64,1183.56,active
SP-F37123B899,New Balance,New Balance Athletics Men Lifestyle Pant Black,apparel,men,112.98,51.45,14,14,720.3,1581.72,active
SP-5A822EBD49,New Balance,New Balance Athletics Men Lifestyle Short Black,apparel,men,60.85,26.95,14,14,377.3,851.9,active
SP-9E98D31333,New Balance,New Balance Athletics Men Lifestyle T-Shirt Ash Heather,apparel,men,59.28,24.01,14,14,336.14,829.92,active
SP-7C71C82AFB,New Balance,New Balance Athletics Men Lifestyle T-Shirt Navy,apparel,men,60.03,24.01,14,14,336.14,840.42,active
SP-BC8BFD0C2A,New Balance,New Balance Athletics Men Performanc T-Shirt Blue Gemstone,apparel,men,33.4,16.66,14,14,233.24,467.6,active
SP-0D038F16ED,New Balance,New Balance Athletics Men Performanc T-Shirt Navy Heather,apparel,men,43.21,16.66,14,14,233.24,604.94,active
SP-FD095E04D0,Nike,Nike Air Boys Lifestyle Pant Seaweed/Black/White,apparel,kids,79.43,33.84,14,14,473.76,1112.02,active
SP-4D19290060,Nike,Nike Air Fleece Boys Lifestyle Hoody Black/White,apparel,kids,80.61,33.84,14,14,473.76,1128.54,active
SP-71B70A7334,Nike,Nike Air Fleece Boys Lifestyle Pant Black/White,apparel,kids,78.44,33.84,14,14,473.76,1098.16,active
SP-3E61C2F87F,Nike,Nike Air Max Pk Full-Zip Men Lifestyle Hoody Blue/Black,apparel,men,101.84,47.0,14,14,658.0,1425.76,active
SP-C3739F5327,Nike,Nike Air Men Lifestyle Pant Black/White,apparel,men,143.44,67.21,14,14,940.94,2008.16,active
SP-AC11618B60,Nike,Nike Challenger Men Running Pant Black,apparel,men,121.78,52.64,14,14,736.96,1704.92,active
SP-16107603B2,Nike,Nike Challenger Men Running Pant Smoke Grey/Black,apparel,men,126.92,52.64,14,14,736.96,1776.88,active
SP-5C52EEBFCD,Nike,Nike Challenger Winterized 12.5Cm Men Running Short Blue,apparel,men,71.84,37.6,14,14,526.4,1005.76,active
SP-6F021B8DA6,Nike,Nike Challenger Winterized 12.5Cm Men Running Short Pure Platinum,apparel,men,81.01,37.6,14,14,526.4,1134.14,active
SP-58C9C3FB4F,Nike,Nike Chill Knit Women Lifestyle T-Shirt Black/Sail,apparel,women,78.63,37.6,14,14,526.4,1100.82,active
SP-B656BCF67E,Nike,Nike Club Alumni French Terry Men Lifestyle Short Blue/White,apparel,men,63.16,33.84,14,14,473.76,884.24,active
SP-5BABA5198D,Nike,Nike Club Alumni Men Lifestyle Short Black/White,apparel,men,74.57,31.49,14,14,440.86,1043.98,active
SP-88DFC2BCBD,Nike,Nike Club Boys Lifestyle Short Black/White,apparel,kids,57.2,26.32,14,14,368.48,800.8,active
SP-0EC65E75A7,Nike,Nike Club Flow Men Lifestyle Short Black/White,apparel,men,44.87,20.21,14,14,282.94,628.18,active
SP-75B1A246DD,Nike,Nike Club French Terry Alumni Men Lifestyle Short Grey/White,apparel,men,75.99,31.49,14,14,440.86,1063.86,active
SP-A4A12CC268,Nike,Nike Club French Terry Men Lifestyle Hoody Black/White,apparel,men,113.01,52.64,14,14,736.96,1582.14,active
SP-678BBA12C3,Nike,Nike Club French Terry Men Lifestyle Hoody Blue/White,apparel,men,64.8,32.43,14,14,454.02,907.2,active
SP-EC9AF8E301,Nike,Nike Club French Terry Men Lifestyle Pant Grey/White,apparel,men,87.68,41.83,14,14,585.62,1227.52,active
SP-14615F55C9,Nike,Nike Club French Terry Open Hem Men Lifestyle Pant Grey/White,apparel,men,90.93,41.83,14,14,585.62,1273.02,active
SP-4068E7483B,Nike,Nike Club French Terry Pullover Men Lifestyle Hoody Ghost/White,apparel,men,74.31,32.43,14,14,454.02,1040.34,active
SP-A39D32F242,Nike,Nike Club Men Lifestyle Hoody Black,apparel,men,66.7,32.43,14,14,454.02,933.8,active
SP-F7FAFB8DB4,Nike,Nike Club Men Lifestyle Hoody Black/White,apparel,men,79.57,34.78,14,14,486.92,1113.98,active
SP-6BB19DF665,Nike,Nike Club Men Lifestyle Long Sleeve Black/White,apparel,men,66.75,29.61,14,14,414.54,934.5,active
SP-C11BA696DF,Nike,Nike Club Men Lifestyle Pant Black/White,apparel,men,63.57,31.02,14,14,434.28,889.98,active
SP-6186950F73,Nike,Nike Club Men Lifestyle Pant Black/White,apparel,men,98.0,41.83,14,14,585.62,1372.0,active
SP-853172544A,Nike,Nike Club Men Lifestyle Pant Black/White,apparel,men,86.91,41.83,14,14,585.62,1216.74,active
SP-2732E00DB0,ON,1Me10031756 Club Hoodie Crater,apparel,men,147.23,73.14,14,14,1023.96,2061.22,active
