sku_id,product_key,brand,style_code,catalog_product_name,product_name,competitor_name,competitor_price,competitor_sale_price,discount_pct,is_on_sale,availability,currency,competitor_price_usd,competitor_sale_price_usd,effective_competitor_price_usd,source_url,scraped_at
SP-3B47C73D99,NEW BALANCE|IN234838,NEW BALANCE,IN234838,New Balance 327 Men Lifestyle Shoes Brown,New Balance 327 Men Lifestyle Shoes Brown,mikesport,169.0,,,False,IN_STOCK,USD,169.0,,169.0,https://lb.mikesport.com/products/new-balance-327-men-lifestyle-shoes-brown,2026-04-10T14:14:00Z
SP-B2EA9F6428,NEW BALANCE|IN234837,NEW BALANCE,IN234837,New Balance 327 Men Lifestyle Shoes Tornado,New Balance 327 Men Lifestyle Shoes Tornado,mikesport,169.0,,,False,IN_STOCK,USD,169.0,,169.0,https://lb.mikesport.com/products/new-balance-327-men-lifestyle-shoes-tornado,2026-04-10T14:14:00Z
SP-AA3A19B5B7,NEW BALANCE|IN234813,NEW BALANCE,IN234813,New Balance 1000 Women Lifestyle Shoes Silver Metallic,New Balance 1000 Women Lifestyle Shoes Silver Metallic,mikesport,229.0,,,False,IN_STOCK,USD,229.0,,229.0,https://lb.mikesport.com/products/new-balance-1000-women-lifestyle-shoes-silver-metallic,2026-04-10T14:14:00Z
SP-6477693F65,NEW BALANCE|IN234751,NEW BALANCE,IN234751,New Balance Athletics French Terry Men Lifestyle Pant Black,New Balance Athletics French Terry Men Lifestyle Pant Black,mikesport,99.0,,,False,IN_STOCK,USD,99.0,,99.0,https://lb.mikesport.com/products/new-balance-athletics-french-terry-men-lifestyle-pant-black,2026-04-10T14:14:01Z
SP-C2A32D9C08,NEW BALANCE|IN234746,NEW BALANCE,IN234746,New Balance Athletics French Terry Men Lifestyle Pant Pumpernickel,New Balance Athletics French Terry Men Lifestyle Pant Pumpernickel,mikesport,105.0,,,False,IN_STOCK,USD,105.0,,105.0,https://lb.mikesport.com/products/new-balance-athletics-french-terry-men-lifestyle-pant-pumpernickel,2026-04-10T14:14:01Z
SP-D066E902D0,NEW BALANCE|IN234716,NEW BALANCE,IN234716,New Balance 1080V15 Men Running Shoes Afterglow,New Balance 1080V15 Men Running Shoes Afterglow,mikesport,275.0,,,False,IN_STOCK,USD,275.0,,275.0,https://lb.mikesport.com/products/new-balance-1080v15-men-running-shoes-afterglow,2026-04-10T14:14:01Z
SP-DB450DEC3B,NEW BALANCE|IN234715,NEW BALANCE,IN234715,New Balance 1080V15 Men Running Shoes Black,New Balance 1080V15 Men Running Shoes Black,mikesport,275.0,,,False,IN_STOCK,USD,275.0,,275.0,https://lb.mikesport.com/products/new-balance-1080v15-men-running-shoes-black,2026-04-10T14:14:01Z
SP-A8890E7A65,NEW BALANCE|IN234708,NEW BALANCE,IN234708,New Balance 47 Hitch Men Lifestyle Cap Team Away Grey,New Balance 47 Hitch Men Lifestyle Cap Team Away Grey,mikesport,39.0,,,False,IN_STOCK,USD,39.0,,39.0,https://lb.mikesport.com/products/new-balance-47-hitch-men-lifestyle-cap-team-away-grey,2026-04-10T14:14:01Z
SP-292F8CAAAC,NEW BALANCE|IN234707,NEW BALANCE,IN234707,New Balance 47 Hitch Men Lifestyle Cap Nb Navy,New Balance 47 Hitch Men Lifestyle Cap Nb Navy,mikesport,39.0,,,False,IN_STOCK,USD,39.0,,39.0,https://lb.mikesport.com/products/new-balance-47-hitch-men-lifestyle-cap-nb-navy,2026-04-10T14:14:01Z
SP-46B0A2E099,NEW BALANCE|IN234705,NEW BALANCE,IN234705,New Balance 47 Clean Up Women Lifestyle Cap Grey Matter,New Balance 47 Clean Up Women Lifestyle Cap Grey Matter,mikesport,35.0,,,False,IN_STOCK,USD,35.0,,35.0,https://lb.mikesport.com/products/new-balance-47-clean-up-women-lifestyle-cap-grey-matter,2026-04-10T14:14:01Z
SP-A756F33BA2,NEW BALANCE|IN234704,NEW BALANCE,IN234704,New Balance 47 Clean Up Women Lifestyle Cap Pink Granite,New Balance 47 Clean Up Women Lifestyle Cap Pink Granite,mikesport,35.0,,,False,IN_STOCK,USD,35.0,,35.0,https://lb.mikesport.com/products/new-balance-47-clean-up-women-lifestyle-cap-pink-granite,2026-04-10T14:14:01Z
SP-5EC0254D0A,NEW BALANCE|IN234703,NEW BALANCE,IN234703,New Balance 47 Clean Up Women Lifestyle Cap Linen,New Balance 47 Clean Up Women Lifestyle Cap Linen,mikesport,35.0,,,False,IN_STOCK,USD,35.0,,35.0,https://lb.mikesport.com/products/new-balance-47-clean-up-women-lifestyle-cap-linen,2026-04-10T14:14:01Z
SP-9AA8578AF3,NEW BALANCE|IN234702,NEW BALANCE,IN234702,New Balance 47 Clean Up Unisex Lifestyle Cap Black,New Balance 47 Clean Up Unisex Lifestyle Cap Black,mikesport,35.0,,,False,IN_STOCK,USD,35.0,,35.0,https://lb.mikesport.com/products/new-balance-47-clean-up-unisex-lifestyle-cap-black,2026-04-10T14:14:01Z
SP-823EFC5B57,NEW BALANCE|IN234674,NEW BALANCE,IN234674,New Balance 47 Brrr Trucker Unisex Performance Cap Black,New Balance 47 Brrr Trucker Unisex Performance Cap Black,mikesport,39.0,,,False,IN_STOCK,USD,39.0,,39.0,https://lb.mikesport.com/products/new-balance-47-brrr-trucker-unisex-performance-cap-black,2026-04-10T14:14:01Z
SP-4BFC3223D5,NEW BALANCE|IN218014,NEW BALANCE,IN218014,New Balance 327 Women Lifestyle Shoes Moonbeam,New Balance 327 Women Lifestyle Shoes Moonbeam,mikesport,169.0,,,False,IN_STOCK,USD,169.0,,169.0,https://lb.mikesport.com/products/new-balance-327-women-lifestyle-shoes-moonbeam-1,2026-04-10T14:14:01Z
SP-F1BA32F84D,ON|IN233480,ON,IN233480,On All Day Unisex Lifestyle Cap Ivory,On All Day Unisex Lifestyle Cap Ivory,mikesport,59.0,,,False,IN_STOCK,USD,59.0,,59.0,https://lb.mikesport.com/products/on-all-day-unisex-lifestyle-cap-ivory,2026-04-10T14:14:01Z
SP-7743651252,ON|IN233479,ON,IN233479,On All Day Unisex Lifestyle Cap Black,On All Day Unisex Lifestyle Cap Black,mikesport,59.0,,,False,IN_STOCK,USD,59.0,,59.0,https://lb.mikesport.com/products/on-all-day-unisex-lifestyle-cap-black,2026-04-10T14:14:01Z
SP-A2AD690C12,ON|IN233478,ON,IN233478,On All Day Unisex Lifestyle Cap Navy,On All Day Unisex Lifestyle Cap Navy,mikesport,59.0,,,False,IN_STOCK,USD,59.0,,59.0,https://lb.mikesport.com/products/on-all-day-unisex-lifestyle-cap-navy,2026-04-10T14:14:01Z
SP-CA2B45C970,ON|IN233464,ON,IN233464,On Studio 7/8 Women Training 7/8 Tight Navy,On Studio 7/8 Women Training 7/8 Tight Navy,mikesport,145.0,,,False,IN_STOCK,USD,145.0,,145.0,https://lb.mikesport.com/products/on-studio-7-8-women-training-7-8-tight-navy,2026-04-10T14:14:01Z
SP-238EEC1D13,ON|IN233433,ON,IN233433,On Studio Crop Top Women Training Long Sleeve Heron,On Studio Crop Top Women Training Long Sleeve Heron,mikesport,75.0,,,False,IN_STOCK,USD,75.0,,75.0,https://lb.mikesport.com/products/on-studio-crop-top-women-training-long-sleeve-heron,2026-04-10T14:14:01Z
SP-2D1656C34E,ON|IN233432,ON,IN233432,On Studio Women Training Bra Heron,On Studio Women Training Bra Heron,mikesport,75.0,,,False,IN_STOCK,USD,75.0,,75.0,https://lb.mikesport.com/products/on-studio-women-training-bra-heron,2026-04-10T14:14:01Z
SP-D0A64208B9,ON|IN233426,ON,IN233426,On 3 Inch Core Women Running Short Heron,On 3 Inch Core Women Running Short Heron,mikesport,75.0,,,False,IN_STOCK,USD,75.0,,75.0,https://lb.mikesport.com/products/on-3-inch-core-women-running-short-heron,2026-04-10T14:14:01Z
SP-06A343CFF5,ON|IN233409,ON,IN233409,On Endurance Women Running Bra Heron,On Endurance Women Running Bra Heron,mikesport,105.0,,,False,IN_STOCK,USD,105.0,,105.0,https://lb.mikesport.com/products/on-endurance-women-running-bra-heron,2026-04-10T14:14:01Z
SP-6094574FE4,ON|IN233212,ON,IN233212,On Club Collective 1/4 Zip Men Lifestyle Long Sleeve Ore,On Club Collective 1/4 Zip Men Lifestyle Long Sleeve Ore,mikesport,159.0,,,False,IN_STOCK,USD,159.0,,159.0,https://lb.mikesport.com/products/on-club-collective-1-4-zip-men-lifestyle-long-sleeve-ore,2026-04-10T14:14:01Z
SP-90BB09D2CD,ON|IN233210,ON,IN233210,On Club Collective Men Lifestyle T-Shirt Black,On Club Collective Men Lifestyle T-Shirt Black,mikesport,79.0,,,False,IN_STOCK,USD,79.0,,79.0,https://lb.mikesport.com/products/on-club-collective-men-lifestyle-t-shirt-black,2026-04-10T14:14:01Z
SP-4F416D339A,ON|IN233209,ON,IN233209,On Club Collective Men Lifestyle T-Shirt White,On Club Collective Men Lifestyle T-Shirt White,mikesport,79.0,,,False,IN_STOCK,USD,79.0,,79.0,https://lb.mikesport.com/products/on-club-collective-men-lifestyle-t-shirt-white,2026-04-10T14:14:01Z
SP-2732E00DB0,ON|1ME10031756,ON,1ME10031756,1Me10031756 Club Hoodie Crater,1Me10031756 Club Hoodie Crater,mikesport,159.0,,,False,IN_STOCK,USD,159.0,,159.0,https://lb.mikesport.com/products/1me10031756-club-hoodie-crater,2026-04-10T14:14:02Z
