tenant_id,variant_id,sku_id,style_code,brand,product_name,category,gender_target,season,product_created_at,variant_created_at,cost_price_usd,retail_price_usd,current_stock,initial_stock,style_key,sku_key,brand_key,name_key,brand_normalized,style_code_normalized,category_normalized,gender_normalized,catalog_product_name,week_of,competitor_min_price_usd,competitor_avg_price_usd,competitor_max_price_usd,num_competitors,competitors_on_sale_count,competitors_out_of_stock_count,match_type,match_score,matched_products_count,has_competitor_data,inventory_history_quality,total_qty,simulated_peak_stock,sales_units_last_28d,avg_daily_sales_28d,sell_through_proxy,days_since_launch,days_since_last_discount,days_at_current_price,state_id
00000000-0000-0000-0000-000000000001,627bcdeb-6d3d-45aa-8e0d-ca7ae6ab473b,SP-0A0C5718B8,IN236716,Crocs,Crocs All Day Women Lifestyle Slippers Powder Pink,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,18.72,44.63,9,9,in236716,sp0a0c5718b8,crocs,crocs all day women lifestyle slippers powder pink,CROCS,IN236716,lifestyle,women,Crocs All Day Women Lifestyle Slippers Powder Pink,2026-05-26,42.0,47.1,55.0,1,1,1,similar_product,0.7288,10.0,1,movement_reconstructed,9,9,0.0,0.0,0.0,0,999,30,SP-0A0C5718B8|2026-05-26
00000000-0000-0000-0000-000000000001,627bcdeb-6d3d-45aa-8e0d-ca7ae6ab473b,SP-0A0C5718B8,IN236716,Crocs,Crocs All Day Women Lifestyle Slippers Powder Pink,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,18.72,44.63,9,9,in236716,sp0a0c5718b8,crocs,crocs all day women lifestyle slippers powder pink,CROCS,IN236716,lifestyle,women,Crocs All Day Women Lifestyle Slippers Powder Pink,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,9,9,0.0,0.0,0.0,3,999,30,SP-0A0C5718B8|2026-06-02
00000000-0000-0000-0000-000000000001,604247a4-0ce0-42d9-b87e-c3b3b79616e8,SP-22ED3EE46C,IN206521,Crocs,Crocs All Terrain Kids Lifestyle Sandals Storm,footwear,kids,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,15.08,32.41,9,9,in206521,sp22ed3ee46c,crocs,crocs all terrain kids lifestyle sandals storm,CROCS,IN206521,kids,kids,Crocs All Terrain Kids Lifestyle Sandals Storm,2026-05-26,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,9,9,0.0,0.0,0.0,0,999,30,SP-22ED3EE46C|2026-05-26
00000000-0000-0000-0000-000000000001,604247a4-0ce0-42d9-b87e-c3b3b79616e8,SP-22ED3EE46C,IN206521,Crocs,Crocs All Terrain Kids Lifestyle Sandals Storm,footwear,kids,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,15.08,32.41,9,9,in206521,sp22ed3ee46c,crocs,crocs all terrain kids lifestyle sandals storm,CROCS,IN206521,kids,kids,Crocs All Terrain Kids Lifestyle Sandals Storm,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,9,9,0.0,0.0,0.0,3,999,30,SP-22ED3EE46C|2026-06-02
00000000-0000-0000-0000-000000000001,fb817557-93f4-4ef9-8731-dbb04af1e105,SP-1EFF62AD3C,IN164432,Crocs,Crocs Bae Clog Women Lifestyle Black,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,43.68,83.16,10,10,in164432,sp1eff62ad3c,crocs,crocs bae clog women lifestyle black,CROCS,IN164432,footwear,women,Crocs Bae Clog Women Lifestyle Black,2026-05-26,48.0,74.2,90.0,1,1,0,same_model_family,0.8503,5.0,1,movement_reconstructed,10,10,0.0,0.0,0.0,0,999,30,SP-1EFF62AD3C|2026-05-26
00000000-0000-0000-0000-000000000001,fb817557-93f4-4ef9-8731-dbb04af1e105,SP-1EFF62AD3C,IN164432,Crocs,Crocs Bae Clog Women Lifestyle Black,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,43.68,83.16,10,10,in164432,sp1eff62ad3c,crocs,crocs bae clog women lifestyle black,CROCS,IN164432,footwear,women,Crocs Bae Clog Women Lifestyle Black,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,10,10,0.0,0.0,0.0,3,999,30,SP-1EFF62AD3C|2026-06-02
00000000-0000-0000-0000-000000000001,df3149ff-a294-4068-b55b-5b8266e40d49,SP-B3F68BA4E6,IN221082,Crocs,Crocs Bae Clog Women Lifestyle Dragon Fruit,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,43.68,84.2,10,10,in221082,spb3f68ba4e6,crocs,crocs bae clog women lifestyle dragon fruit,CROCS,IN221082,footwear,women,Crocs Bae Clog Women Lifestyle Dragon Fruit,2026-05-26,84.0,84.0,84.0,1,0,0,same_model_family,0.98,1.0,1,movement_reconstructed,10,10,0.0,0.0,0.0,0,999,30,SP-B3F68BA4E6|2026-05-26
00000000-0000-0000-0000-000000000001,df3149ff-a294-4068-b55b-5b8266e40d49,SP-B3F68BA4E6,IN221082,Crocs,Crocs Bae Clog Women Lifestyle Dragon Fruit,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,43.68,84.2,10,10,in221082,spb3f68ba4e6,crocs,crocs bae clog women lifestyle dragon fruit,CROCS,IN221082,footwear,women,Crocs Bae Clog Women Lifestyle Dragon Fruit,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,10,10,0.0,0.0,0.0,3,999,30,SP-B3F68BA4E6|2026-06-02
00000000-0000-0000-0000-000000000001,1be3aa3f-ac1e-4c46-8ea9-06153f802dda,SP-579FCCF26F,IN221081,Crocs,Crocs Bae Clog Women Lifestyle Kiwi,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,43.68,81.46,10,10,in221081,sp579fccf26f,crocs,crocs bae clog women lifestyle kiwi,CROCS,IN221081,footwear,women,Crocs Bae Clog Women Lifestyle Kiwi,2026-05-26,84.0,84.0,84.0,1,0,0,same_model_family,0.98,1.0,1,movement_reconstructed,10,10,0.0,0.0,0.0,0,999,30,SP-579FCCF26F|2026-05-26
00000000-0000-0000-0000-000000000001,1be3aa3f-ac1e-4c46-8ea9-06153f802dda,SP-579FCCF26F,IN221081,Crocs,Crocs Bae Clog Women Lifestyle Kiwi,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,43.68,81.46,10,10,in221081,sp579fccf26f,crocs,crocs bae clog women lifestyle kiwi,CROCS,IN221081,footwear,women,Crocs Bae Clog Women Lifestyle Kiwi,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,10,10,0.0,0.0,0.0,3,999,30,SP-579FCCF26F|2026-06-02
00000000-0000-0000-0000-000000000001,de96a0fa-11b7-4bbd-a537-845d6140068b,SP-09E55BAC3E,,Adidas,2024 Copa Gloro2,football_boots,unisex,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,33.6,65.57,8,8,,sp09e55bac3e,adidas,2024 copa gloro2,ADIDAS,,football_boots,unisex,2024 Copa Gloro2,2026-05-26,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,8,8,0.0,0.0,0.0,0,999,30,SP-09E55BAC3E|2026-05-26
00000000-0000-0000-0000-000000000001,de96a0fa-11b7-4bbd-a537-845d6140068b,SP-09E55BAC3E,,Adidas,2024 Copa Gloro2,football_boots,unisex,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,33.6,65.57,8,8,,sp09e55bac3e,adidas,2024 copa gloro2,ADIDAS,,football_boots,unisex,2024 Copa Gloro2,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,8,8,0.0,0.0,0.0,3,999,30,SP-09E55BAC3E|2026-06-02
00000000-0000-0000-0000-000000000001,fb43fc14-8770-4a03-82cb-f37c63529337,SP-79E8A2816E,,Adidas,2024 Copa Gloro2 FG 39-45,football_boots,unisex,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,36.0,82.09,8,8,,sp79e8a2816e,adidas,2024 copa gloro2 fg 39 45,ADIDAS,,football_boots,unisex,2024 Copa Gloro2 FG 39-45,2026-05-26,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,8,8,0.0,0.0,0.0,0,999,30,SP-79E8A2816E|2026-05-26
00000000-0000-0000-0000-000000000001,fb43fc14-8770-4a03-82cb-f37c63529337,SP-79E8A2816E,,Adidas,2024 Copa Gloro2 FG 39-45,football_boots,unisex,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,36.0,82.09,8,8,,sp79e8a2816e,adidas,2024 copa gloro2 fg 39 45,ADIDAS,,football_boots,unisex,2024 Copa Gloro2 FG 39-45,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,8,8,0.0,0.0,0.0,3,999,30,SP-79E8A2816E|2026-06-02
00000000-0000-0000-0000-000000000001,2cd5e4bf-0538-480b-973f-fde63255513f,SP-3350E7D69E,,Adidas,ADIDAS COPA PURE II+ FG BOOTS39+45,football_boots,unisex,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,36.0,83.85,8,8,,sp3350e7d69e,adidas,adidas copa pure ii+ fg boots39+45,ADIDAS,,football_boots,unisex,ADIDAS COPA PURE II+ FG BOOTS39+45,2026-05-26,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,8,8,0.0,0.0,0.0,0,999,30,SP-3350E7D69E|2026-05-26
00000000-0000-0000-0000-000000000001,2cd5e4bf-0538-480b-973f-fde63255513f,SP-3350E7D69E,,Adidas,ADIDAS COPA PURE II+ FG BOOTS39+45,football_boots,unisex,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,36.0,83.85,8,8,,sp3350e7d69e,adidas,adidas copa pure ii+ fg boots39+45,ADIDAS,,football_boots,unisex,ADIDAS COPA PURE II+ FG BOOTS39+45,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,8,8,0.0,0.0,0.0,3,999,30,SP-3350E7D69E|2026-06-02
00000000-0000-0000-0000-000000000001,8862cb66-4243-4472-b5ec-c2d20ca8c296,SP-404E26F96A,,Nike,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG,football_boots,unisex,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,31.02,67.88,10,10,,sp404e26f96a,nike,35 45 nike air zoom mercurial superfly ix elite fg,NIKE,,football_boots,unisex,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG,2026-05-26,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,10,10,0.0,0.0,0.0,0,999,30,SP-404E26F96A|2026-05-26
00000000-0000-0000-0000-000000000001,8862cb66-4243-4472-b5ec-c2d20ca8c296,SP-404E26F96A,,Nike,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG,football_boots,unisex,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,31.02,67.88,10,10,,sp404e26f96a,nike,35 45 nike air zoom mercurial superfly ix elite fg,NIKE,,football_boots,unisex,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,10,10,0.0,0.0,0.0,3,999,30,SP-404E26F96A|2026-06-02
00000000-0000-0000-0000-000000000001,178639bd-093c-49d9-8cb0-e0a661d3b609,SP-7BE0A2526A,,Nike,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG6,football_boots,unisex,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,32.9,76.67,10,10,,sp7be0a2526a,nike,35 45 nike air zoom mercurial superfly ix elite fg6,NIKE,,football_boots,unisex,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG6,2026-05-26,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,10,10,0.0,0.0,0.0,0,999,30,SP-7BE0A2526A|2026-05-26
