state_id,sku_id,week_of,rules_label
SP-0246864EFD|2026-03-16,SP-0246864EFD,2026-03-16,HOLD
SP-0246864EFD|2026-03-23,SP-0246864EFD,2026-03-23,HOLD
SP-0246864EFD|2026-03-30,SP-0246864EFD,2026-03-30,HOLD
SP-0246864EFD|2026-04-06,SP-0246864EFD,2026-04-06,PROMOTE
SP-0246864EFD|2026-04-13,SP-0246864EFD,2026-04-13,HOLD
SP-02EF4F091B|2025-12-29,SP-02EF4F091B,2025-12-29,HOLD
SP-02EF4F091B|2026-01-05,SP-02EF4F091B,2026-01-05,HOLD
SP-02EF4F091B|2026-01-12,SP-02EF4F091B,2026-01-12,HOLD
SP-02EF4F091B|2026-01-19,SP-02EF4F091B,2026-01-19,HOLD
SP-02EF4F091B|2026-01-26,SP-02EF4F091B,2026-01-26,HOLD
SP-02EF4F091B|2026-02-02,SP-02EF4F091B,2026-02-02,HOLD
SP-02EF4F091B|2026-02-09,SP-02EF4F091B,2026-02-09,HOLD
SP-02EF4F091B|2026-02-16,SP-02EF4F091B,2026-02-16,HOLD
SP-02EF4F091B|2026-02-23,SP-02EF4F091B,2026-02-23,HOLD
SP-02EF4F091B|2026-03-02,SP-02EF4F091B,2026-03-02,HOLD
SP-02EF4F091B|2026-03-09,SP-02EF4F091B,2026-03-09,HOLD
SP-02EF4F091B|2026-03-16,SP-02EF4F091B,2026-03-16,HOLD
SP-02EF4F091B|2026-03-23,SP-02EF4F091B,2026-03-23,HOLD
SP-02EF4F091B|2026-03-30,SP-02EF4F091B,2026-03-30,HOLD
SP-02EF4F091B|2026-04-06,SP-02EF4F091B,2026-04-06,PROMOTE
SP-02EF4F091B|2026-04-13,SP-02EF4F091B,2026-04-13,HOLD
SP-03C17880F4|2025-12-29,SP-03C17880F4,2025-12-29,HOLD
SP-03C17880F4|2026-01-05,SP-03C17880F4,2026-01-05,HOLD
SP-03C17880F4|2026-01-12,SP-03C17880F4,2026-01-12,HOLD
SP-03C17880F4|2026-01-19,SP-03C17880F4,2026-01-19,HOLD
SP-03C17880F4|2026-01-26,SP-03C17880F4,2026-01-26,HOLD
SP-03C17880F4|2026-02-02,SP-03C17880F4,2026-02-02,HOLD
SP-03C17880F4|2026-02-09,SP-03C17880F4,2026-02-09,HOLD
SP-03C17880F4|2026-02-16,SP-03C17880F4,2026-02-16,HOLD
SP-03C17880F4|2026-02-23,SP-03C17880F4,2026-02-23,HOLD
SP-03C17880F4|2026-03-02,SP-03C17880F4,2026-03-02,HOLD
SP-03C17880F4|2026-03-09,SP-03C17880F4,2026-03-09,HOLD
SP-03C17880F4|2026-03-16,SP-03C17880F4,2026-03-16,HOLD
SP-03C17880F4|2026-03-23,SP-03C17880F4,2026-03-23,HOLD
SP-03C17880F4|2026-03-30,SP-03C17880F4,2026-03-30,HOLD
SP-03C17880F4|2026-04-06,SP-03C17880F4,2026-04-06,HOLD
SP-03C17880F4|2026-04-13,SP-03C17880F4,2026-04-13,HOLD
SP-043F544E70|2025-12-29,SP-043F544E70,2025-12-29,HOLD
SP-043F544E70|2026-01-05,SP-043F544E70,2026-01-05,HOLD
SP-043F544E70|2026-01-12,SP-043F544E70,2026-01-12,HOLD
SP-043F544E70|2026-01-19,SP-043F544E70,2026-01-19,HOLD
SP-043F544E70|2026-01-26,SP-043F544E70,2026-01-26,HOLD
SP-043F544E70|2026-02-02,SP-043F544E70,2026-02-02,HOLD
SP-043F544E70|2026-02-09,SP-043F544E70,2026-02-09,HOLD
SP-043F544E70|2026-02-16,SP-043F544E70,2026-02-16,HOLD
SP-043F544E70|2026-02-23,SP-043F544E70,2026-02-23,HOLD
SP-043F544E70|2026-03-02,SP-043F544E70,2026-03-02,HOLD
SP-043F544E70|2026-03-09,SP-043F544E70,2026-03-09,HOLD
SP-043F544E70|2026-03-16,SP-043F544E70,2026-03-16,HOLD
SP-043F544E70|2026-03-23,SP-043F544E70,2026-03-23,HOLD
SP-043F544E70|2026-03-30,SP-043F544E70,2026-03-30,HOLD
SP-043F544E70|2026-04-06,SP-043F544E70,2026-04-06,PROMOTE
SP-043F544E70|2026-04-13,SP-043F544E70,2026-04-13,PROMOTE
SP-04A2348ABD|2025-12-29,SP-04A2348ABD,2025-12-29,HOLD
SP-04A2348ABD|2026-01-05,SP-04A2348ABD,2026-01-05,HOLD
SP-04A2348ABD|2026-01-12,SP-04A2348ABD,2026-01-12,HOLD
SP-04A2348ABD|2026-01-19,SP-04A2348ABD,2026-01-19,HOLD
SP-04A2348ABD|2026-01-26,SP-04A2348ABD,2026-01-26,HOLD
SP-04A2348ABD|2026-02-02,SP-04A2348ABD,2026-02-02,HOLD
SP-04A2348ABD|2026-02-09,SP-04A2348ABD,2026-02-09,HOLD
SP-04A2348ABD|2026-02-16,SP-04A2348ABD,2026-02-16,HOLD
SP-04A2348ABD|2026-02-23,SP-04A2348ABD,2026-02-23,HOLD
SP-04A2348ABD|2026-03-02,SP-04A2348ABD,2026-03-02,HOLD
SP-04A2348ABD|2026-03-09,SP-04A2348ABD,2026-03-09,HOLD
SP-04A2348ABD|2026-03-16,SP-04A2348ABD,2026-03-16,HOLD
SP-04A2348ABD|2026-03-23,SP-04A2348ABD,2026-03-23,HOLD
SP-04A2348ABD|2026-03-30,SP-04A2348ABD,2026-03-30,HOLD
SP-04A2348ABD|2026-04-06,SP-04A2348ABD,2026-04-06,HOLD
SP-04A2348ABD|2026-04-13,SP-04A2348ABD,2026-04-13,HOLD
SP-04B3889425|2025-12-29,SP-04B3889425,2025-12-29,HOLD
SP-04B3889425|2026-01-05,SP-04B3889425,2026-01-05,HOLD
SP-04B3889425|2026-01-12,SP-04B3889425,2026-01-12,HOLD
SP-04B3889425|2026-01-19,SP-04B3889425,2026-01-19,HOLD
SP-04B3889425|2026-01-26,SP-04B3889425,2026-01-26,HOLD
SP-04B3889425|2026-02-02,SP-04B3889425,2026-02-02,HOLD
SP-04B3889425|2026-02-09,SP-04B3889425,2026-02-09,HOLD
SP-04B3889425|2026-02-16,SP-04B3889425,2026-02-16,HOLD
SP-04B3889425|2026-02-23,SP-04B3889425,2026-02-23,HOLD
SP-04B3889425|2026-03-02,SP-04B3889425,2026-03-02,HOLD
SP-04B3889425|2026-03-09,SP-04B3889425,2026-03-09,HOLD
SP-04B3889425|2026-03-16,SP-04B3889425,2026-03-16,HOLD
SP-04B3889425|2026-03-23,SP-04B3889425,2026-03-23,HOLD
SP-04B3889425|2026-03-30,SP-04B3889425,2026-03-30,HOLD
SP-04B3889425|2026-04-06,SP-04B3889425,2026-04-06,PROMOTE
SP-04B3889425|2026-04-13,SP-04B3889425,2026-04-13,PROMOTE
SP-0590004E40|2025-12-29,SP-0590004E40,2025-12-29,HOLD
SP-0590004E40|2026-01-05,SP-0590004E40,2026-01-05,HOLD
SP-0590004E40|2026-01-12,SP-0590004E40,2026-01-12,HOLD
SP-0590004E40|2026-01-19,SP-0590004E40,2026-01-19,CLEAR
SP-0590004E40|2026-01-26,SP-0590004E40,2026-01-26,HOLD
SP-0590004E40|2026-02-02,SP-0590004E40,2026-02-02,HOLD
SP-0590004E40|2026-02-09,SP-0590004E40,2026-02-09,HOLD
SP-0590004E40|2026-02-16,SP-0590004E40,2026-02-16,HOLD
SP-0590004E40|2026-02-23,SP-0590004E40,2026-02-23,HOLD
SP-0590004E40|2026-03-02,SP-0590004E40,2026-03-02,HOLD
SP-0590004E40|2026-03-09,SP-0590004E40,2026-03-09,HOLD
SP-0590004E40|2026-03-16,SP-0590004E40,2026-03-16,HOLD
SP-0590004E40|2026-03-23,SP-0590004E40,2026-03-23,HOLD
SP-0590004E40|2026-03-30,SP-0590004E40,2026-03-30,HOLD
SP-0590004E40|2026-04-06,SP-0590004E40,2026-04-06,HOLD
SP-0590004E40|2026-04-13,SP-0590004E40,2026-04-13,HOLD
SP-0669577D6B|2025-12-29,SP-0669577D6B,2025-12-29,HOLD
SP-0669577D6B|2026-01-05,SP-0669577D6B,2026-01-05,HOLD
SP-0669577D6B|2026-01-12,SP-0669577D6B,2026-01-12,HOLD
SP-0669577D6B|2026-01-19,SP-0669577D6B,2026-01-19,HOLD
SP-0669577D6B|2026-01-26,SP-0669577D6B,2026-01-26,HOLD
SP-0669577D6B|2026-02-02,SP-0669577D6B,2026-02-02,HOLD
SP-0669577D6B|2026-02-09,SP-0669577D6B,2026-02-09,HOLD
SP-0669577D6B|2026-02-16,SP-0669577D6B,2026-02-16,HOLD
SP-0669577D6B|2026-02-23,SP-0669577D6B,2026-02-23,HOLD
SP-0669577D6B|2026-03-02,SP-0669577D6B,2026-03-02,HOLD
SP-0669577D6B|2026-03-09,SP-0669577D6B,2026-03-09,HOLD
SP-0669577D6B|2026-03-16,SP-0669577D6B,2026-03-16,HOLD
SP-0669577D6B|2026-03-23,SP-0669577D6B,2026-03-23,HOLD
SP-0669577D6B|2026-03-30,SP-0669577D6B,2026-03-30,HOLD
SP-0669577D6B|2026-04-06,SP-0669577D6B,2026-04-06,PROMOTE
SP-0669577D6B|2026-04-13,SP-0669577D6B,2026-04-13,PROMOTE
SP-06A343CFF5|2025-12-29,SP-06A343CFF5,2025-12-29,MARKDOWN
SP-06A343CFF5|2026-01-05,SP-06A343CFF5,2026-01-05,MARKDOWN
SP-06A343CFF5|2026-01-12,SP-06A343CFF5,2026-01-12,MARKDOWN
SP-06A343CFF5|2026-01-19,SP-06A343CFF5,2026-01-19,MARKDOWN
SP-06A343CFF5|2026-01-26,SP-06A343CFF5,2026-01-26,MARKDOWN
SP-06A343CFF5|2026-02-02,SP-06A343CFF5,2026-02-02,MARKDOWN
SP-06A343CFF5|2026-02-09,SP-06A343CFF5,2026-02-09,MARKDOWN
SP-06A343CFF5|2026-02-16,SP-06A343CFF5,2026-02-16,MARKDOWN
SP-06A343CFF5|2026-02-23,SP-06A343CFF5,2026-02-23,MARKDOWN
SP-06A343CFF5|2026-03-02,SP-06A343CFF5,2026-03-02,MARKDOWN
SP-06A343CFF5|2026-03-09,SP-06A343CFF5,2026-03-09,MARKDOWN
SP-06A343CFF5|2026-03-16,SP-06A343CFF5,2026-03-16,MARKDOWN
SP-06A343CFF5|2026-03-23,SP-06A343CFF5,2026-03-23,MARKDOWN
SP-06A343CFF5|2026-03-30,SP-06A343CFF5,2026-03-30,MARKDOWN
SP-06A343CFF5|2026-04-06,SP-06A343CFF5,2026-04-06,HOLD
SP-06A343CFF5|2026-04-13,SP-06A343CFF5,2026-04-13,HOLD
SP-06A4E41C88|2025-12-29,SP-06A4E41C88,2025-12-29,MARKDOWN
SP-06A4E41C88|2026-01-05,SP-06A4E41C88,2026-01-05,MARKDOWN
SP-06A4E41C88|2026-01-12,SP-06A4E41C88,2026-01-12,MARKDOWN
SP-06A4E41C88|2026-01-19,SP-06A4E41C88,2026-01-19,MARKDOWN
SP-06A4E41C88|2026-01-26,SP-06A4E41C88,2026-01-26,MARKDOWN
SP-06A4E41C88|2026-02-02,SP-06A4E41C88,2026-02-02,MARKDOWN
SP-06A4E41C88|2026-02-09,SP-06A4E41C88,2026-02-09,MARKDOWN
SP-06A4E41C88|2026-02-16,SP-06A4E41C88,2026-02-16,MARKDOWN
SP-06A4E41C88|2026-02-23,SP-06A4E41C88,2026-02-23,MARKDOWN
SP-06A4E41C88|2026-03-02,SP-06A4E41C88,2026-03-02,MARKDOWN
SP-06A4E41C88|2026-03-09,SP-06A4E41C88,2026-03-09,MARKDOWN
SP-06A4E41C88|2026-03-16,SP-06A4E41C88,2026-03-16,MARKDOWN
SP-06A4E41C88|2026-03-23,SP-06A4E41C88,2026-03-23,MARKDOWN
SP-06A4E41C88|2026-03-30,SP-06A4E41C88,2026-03-30,MARKDOWN
SP-06A4E41C88|2026-04-06,SP-06A4E41C88,2026-04-06,MARKDOWN
SP-06A4E41C88|2026-04-13,SP-06A4E41C88,2026-04-13,HOLD
SP-09354499DD|2025-12-29,SP-09354499DD,2025-12-29,HOLD
SP-09354499DD|2026-01-05,SP-09354499DD,2026-01-05,HOLD
SP-09354499DD|2026-01-12,SP-09354499DD,2026-01-12,HOLD
SP-09354499DD|2026-01-19,SP-09354499DD,2026-01-19,HOLD
SP-09354499DD|2026-01-26,SP-09354499DD,2026-01-26,HOLD
SP-09354499DD|2026-02-02,SP-09354499DD,2026-02-02,HOLD
SP-09354499DD|2026-02-09,SP-09354499DD,2026-02-09,HOLD
SP-09354499DD|2026-02-16,SP-09354499DD,2026-02-16,HOLD
SP-09354499DD|2026-02-23,SP-09354499DD,2026-02-23,HOLD
SP-09354499DD|2026-03-02,SP-09354499DD,2026-03-02,HOLD
SP-09354499DD|2026-03-09,SP-09354499DD,2026-03-09,HOLD
SP-09354499DD|2026-03-16,SP-09354499DD,2026-03-16,HOLD
SP-09354499DD|2026-03-23,SP-09354499DD,2026-03-23,HOLD
SP-09354499DD|2026-03-30,SP-09354499DD,2026-03-30,HOLD
SP-09354499DD|2026-04-06,SP-09354499DD,2026-04-06,PROMOTE
SP-09354499DD|2026-04-13,SP-09354499DD,2026-04-13,HOLD
SP-09E55BAC3E|2025-12-29,SP-09E55BAC3E,2025-12-29,HOLD
SP-09E55BAC3E|2026-01-05,SP-09E55BAC3E,2026-01-05,HOLD
SP-09E55BAC3E|2026-01-12,SP-09E55BAC3E,2026-01-12,HOLD
SP-09E55BAC3E|2026-01-19,SP-09E55BAC3E,2026-01-19,HOLD
SP-09E55BAC3E|2026-01-26,SP-09E55BAC3E,2026-01-26,HOLD
SP-09E55BAC3E|2026-02-02,SP-09E55BAC3E,2026-02-02,HOLD
SP-09E55BAC3E|2026-02-09,SP-09E55BAC3E,2026-02-09,HOLD
SP-09E55BAC3E|2026-02-16,SP-09E55BAC3E,2026-02-16,HOLD
SP-09E55BAC3E|2026-02-23,SP-09E55BAC3E,2026-02-23,HOLD
SP-09E55BAC3E|2026-03-02,SP-09E55BAC3E,2026-03-02,HOLD
SP-09E55BAC3E|2026-03-09,SP-09E55BAC3E,2026-03-09,HOLD
SP-09E55BAC3E|2026-03-16,SP-09E55BAC3E,2026-03-16,HOLD
SP-09E55BAC3E|2026-03-23,SP-09E55BAC3E,2026-03-23,HOLD
SP-09E55BAC3E|2026-03-30,SP-09E55BAC3E,2026-03-30,HOLD
SP-09E55BAC3E|2026-04-06,SP-09E55BAC3E,2026-04-06,HOLD
SP-09E55BAC3E|2026-04-13,SP-09E55BAC3E,2026-04-13,HOLD
SP-0A0C5718B8|2025-12-29,SP-0A0C5718B8,2025-12-29,HOLD
SP-0A0C5718B8|2026-01-05,SP-0A0C5718B8,2026-01-05,HOLD
SP-0A0C5718B8|2026-01-12,SP-0A0C5718B8,2026-01-12,HOLD
SP-0A0C5718B8|2026-01-19,SP-0A0C5718B8,2026-01-19,HOLD
SP-0A0C5718B8|2026-01-26,SP-0A0C5718B8,2026-01-26,HOLD
SP-0A0C5718B8|2026-02-02,SP-0A0C5718B8,2026-02-02,HOLD
SP-0A0C5718B8|2026-02-09,SP-0A0C5718B8,2026-02-09,HOLD
SP-0A0C5718B8|2026-02-16,SP-0A0C5718B8,2026-02-16,HOLD
SP-0A0C5718B8|2026-02-23,SP-0A0C5718B8,2026-02-23,HOLD
SP-0A0C5718B8|2026-03-02,SP-0A0C5718B8,2026-03-02,HOLD
SP-0A0C5718B8|2026-03-09,SP-0A0C5718B8,2026-03-09,HOLD
SP-0A0C5718B8|2026-03-16,SP-0A0C5718B8,2026-03-16,HOLD
SP-0A0C5718B8|2026-03-23,SP-0A0C5718B8,2026-03-23,HOLD
SP-0A0C5718B8|2026-03-30,SP-0A0C5718B8,2026-03-30,HOLD
SP-0A0C5718B8|2026-04-06,SP-0A0C5718B8,2026-04-06,HOLD
SP-0A0C5718B8|2026-04-13,SP-0A0C5718B8,2026-04-13,HOLD
SP-0AA1FDD34E|2025-12-29,SP-0AA1FDD34E,2025-12-29,CLEAR
SP-0AA1FDD34E|2026-01-05,SP-0AA1FDD34E,2026-01-05,CLEAR
SP-0AA1FDD34E|2026-01-12,SP-0AA1FDD34E,2026-01-12,CLEAR
SP-0AA1FDD34E|2026-01-19,SP-0AA1FDD34E,2026-01-19,CLEAR
SP-0AA1FDD34E|2026-01-26,SP-0AA1FDD34E,2026-01-26,MARKDOWN
SP-0AA1FDD34E|2026-02-02,SP-0AA1FDD34E,2026-02-02,MARKDOWN
SP-0AA1FDD34E|2026-02-09,SP-0AA1FDD34E,2026-02-09,MARKDOWN
SP-0AA1FDD34E|2026-02-16,SP-0AA1FDD34E,2026-02-16,MARKDOWN
SP-0AA1FDD34E|2026-02-23,SP-0AA1FDD34E,2026-02-23,MARKDOWN
SP-0AA1FDD34E|2026-03-02,SP-0AA1FDD34E,2026-03-02,MARKDOWN
SP-0AA1FDD34E|2026-03-09,SP-0AA1FDD34E,2026-03-09,MARKDOWN
SP-0AA1FDD34E|2026-03-16,SP-0AA1FDD34E,2026-03-16,MARKDOWN
SP-0AA1FDD34E|2026-03-23,SP-0AA1FDD34E,2026-03-23,MARKDOWN
SP-0AA1FDD34E|2026-03-30,SP-0AA1FDD34E,2026-03-30,HOLD
SP-0AA1FDD34E|2026-04-06,SP-0AA1FDD34E,2026-04-06,HOLD
SP-0AA1FDD34E|2026-04-13,SP-0AA1FDD34E,2026-04-13,HOLD
SP-0D038F16ED|2025-12-29,SP-0D038F16ED,2025-12-29,HOLD
SP-0D038F16ED|2026-01-05,SP-0D038F16ED,2026-01-05,HOLD
SP-0D038F16ED|2026-01-12,SP-0D038F16ED,2026-01-12,HOLD
SP-0D038F16ED|2026-01-19,SP-0D038F16ED,2026-01-19,HOLD
SP-0D038F16ED|2026-01-26,SP-0D038F16ED,2026-01-26,HOLD
SP-0D038F16ED|2026-02-02,SP-0D038F16ED,2026-02-02,HOLD
SP-0D038F16ED|2026-02-09,SP-0D038F16ED,2026-02-09,HOLD
SP-0D038F16ED|2026-02-16,SP-0D038F16ED,2026-02-16,HOLD
SP-0D038F16ED|2026-02-23,SP-0D038F16ED,2026-02-23,HOLD
SP-0D038F16ED|2026-03-02,SP-0D038F16ED,2026-03-02,HOLD
SP-0D038F16ED|2026-03-09,SP-0D038F16ED,2026-03-09,HOLD
SP-0D038F16ED|2026-03-16,SP-0D038F16ED,2026-03-16,HOLD
SP-0D038F16ED|2026-03-23,SP-0D038F16ED,2026-03-23,HOLD
SP-0D038F16ED|2026-03-30,SP-0D038F16ED,2026-03-30,HOLD
SP-0D038F16ED|2026-04-06,SP-0D038F16ED,2026-04-06,PROMOTE
SP-0D038F16ED|2026-04-13,SP-0D038F16ED,2026-04-13,HOLD
SP-0D8F9A9ADA|2025-12-29,SP-0D8F9A9ADA,2025-12-29,HOLD
SP-0D8F9A9ADA|2026-01-05,SP-0D8F9A9ADA,2026-01-05,CLEAR
SP-0D8F9A9ADA|2026-01-12,SP-0D8F9A9ADA,2026-01-12,CLEAR
SP-0D8F9A9ADA|2026-01-19,SP-0D8F9A9ADA,2026-01-19,CLEAR
SP-0D8F9A9ADA|2026-01-26,SP-0D8F9A9ADA,2026-01-26,HOLD
SP-0D8F9A9ADA|2026-02-02,SP-0D8F9A9ADA,2026-02-02,HOLD
SP-0D8F9A9ADA|2026-02-09,SP-0D8F9A9ADA,2026-02-09,HOLD
SP-0D8F9A9ADA|2026-02-16,SP-0D8F9A9ADA,2026-02-16,HOLD
SP-0D8F9A9ADA|2026-02-23,SP-0D8F9A9ADA,2026-02-23,HOLD
SP-0D8F9A9ADA|2026-03-02,SP-0D8F9A9ADA,2026-03-02,HOLD
SP-0D8F9A9ADA|2026-03-09,SP-0D8F9A9ADA,2026-03-09,HOLD
SP-0D8F9A9ADA|2026-03-16,SP-0D8F9A9ADA,2026-03-16,HOLD
SP-0D8F9A9ADA|2026-03-23,SP-0D8F9A9ADA,2026-03-23,HOLD
SP-0D8F9A9ADA|2026-03-30,SP-0D8F9A9ADA,2026-03-30,HOLD
SP-0D8F9A9ADA|2026-04-06,SP-0D8F9A9ADA,2026-04-06,HOLD
SP-0D8F9A9ADA|2026-04-13,SP-0D8F9A9ADA,2026-04-13,HOLD
SP-0EC65E75A7|2025-12-29,SP-0EC65E75A7,2025-12-29,HOLD
SP-0EC65E75A7|2026-01-05,SP-0EC65E75A7,2026-01-05,HOLD
SP-0EC65E75A7|2026-01-12,SP-0EC65E75A7,2026-01-12,HOLD
SP-0EC65E75A7|2026-01-19,SP-0EC65E75A7,2026-01-19,HOLD
SP-0EC65E75A7|2026-01-26,SP-0EC65E75A7,2026-01-26,HOLD
SP-0EC65E75A7|2026-02-02,SP-0EC65E75A7,2026-02-02,HOLD
SP-0EC65E75A7|2026-02-09,SP-0EC65E75A7,2026-02-09,HOLD
SP-0EC65E75A7|2026-02-16,SP-0EC65E75A7,2026-02-16,HOLD
SP-0EC65E75A7|2026-02-23,SP-0EC65E75A7,2026-02-23,HOLD
SP-0EC65E75A7|2026-03-02,SP-0EC65E75A7,2026-03-02,HOLD
SP-0EC65E75A7|2026-03-09,SP-0EC65E75A7,2026-03-09,HOLD
SP-0EC65E75A7|2026-03-16,SP-0EC65E75A7,2026-03-16,HOLD
SP-0EC65E75A7|2026-03-23,SP-0EC65E75A7,2026-03-23,HOLD
SP-0EC65E75A7|2026-03-30,SP-0EC65E75A7,2026-03-30,HOLD
SP-0EC65E75A7|2026-04-06,SP-0EC65E75A7,2026-04-06,PROMOTE
SP-0EC65E75A7|2026-04-13,SP-0EC65E75A7,2026-04-13,HOLD
SP-0F8FD95EB4|2025-12-29,SP-0F8FD95EB4,2025-12-29,HOLD
SP-0F8FD95EB4|2026-01-05,SP-0F8FD95EB4,2026-01-05,HOLD
SP-0F8FD95EB4|2026-01-12,SP-0F8FD95EB4,2026-01-12,HOLD
SP-0F8FD95EB4|2026-01-19,SP-0F8FD95EB4,2026-01-19,HOLD
SP-0F8FD95EB4|2026-01-26,SP-0F8FD95EB4,2026-01-26,HOLD
SP-0F8FD95EB4|2026-02-02,SP-0F8FD95EB4,2026-02-02,HOLD
SP-0F8FD95EB4|2026-02-09,SP-0F8FD95EB4,2026-02-09,HOLD
SP-0F8FD95EB4|2026-02-16,SP-0F8FD95EB4,2026-02-16,HOLD
SP-0F8FD95EB4|2026-02-23,SP-0F8FD95EB4,2026-02-23,HOLD
SP-0F8FD95EB4|2026-03-02,SP-0F8FD95EB4,2026-03-02,HOLD
SP-0F8FD95EB4|2026-03-09,SP-0F8FD95EB4,2026-03-09,HOLD
SP-0F8FD95EB4|2026-03-16,SP-0F8FD95EB4,2026-03-16,HOLD
SP-0F8FD95EB4|2026-03-23,SP-0F8FD95EB4,2026-03-23,HOLD
SP-0F8FD95EB4|2026-03-30,SP-0F8FD95EB4,2026-03-30,HOLD
SP-0F8FD95EB4|2026-04-06,SP-0F8FD95EB4,2026-04-06,HOLD
SP-0F8FD95EB4|2026-04-13,SP-0F8FD95EB4,2026-04-13,HOLD
SP-100050E78D|2025-12-29,SP-100050E78D,2025-12-29,HOLD
SP-100050E78D|2026-01-05,SP-100050E78D,2026-01-05,HOLD
SP-100050E78D|2026-01-12,SP-100050E78D,2026-01-12,HOLD
SP-100050E78D|2026-01-19,SP-100050E78D,2026-01-19,HOLD
SP-100050E78D|2026-01-26,SP-100050E78D,2026-01-26,HOLD
SP-100050E78D|2026-02-02,SP-100050E78D,2026-02-02,HOLD
SP-100050E78D|2026-02-09,SP-100050E78D,2026-02-09,HOLD
SP-100050E78D|2026-02-16,SP-100050E78D,2026-02-16,HOLD
SP-100050E78D|2026-02-23,SP-100050E78D,2026-02-23,HOLD
SP-100050E78D|2026-03-02,SP-100050E78D,2026-03-02,HOLD
SP-100050E78D|2026-03-09,SP-100050E78D,2026-03-09,HOLD
SP-100050E78D|2026-03-16,SP-100050E78D,2026-03-16,HOLD
SP-100050E78D|2026-03-23,SP-100050E78D,2026-03-23,HOLD
SP-100050E78D|2026-03-30,SP-100050E78D,2026-03-30,HOLD
SP-100050E78D|2026-04-06,SP-100050E78D,2026-04-06,PROMOTE
SP-100050E78D|2026-04-13,SP-100050E78D,2026-04-13,PROMOTE
SP-1119C7A992|2025-12-29,SP-1119C7A992,2025-12-29,CLEAR
SP-1119C7A992|2026-01-05,SP-1119C7A992,2026-01-05,CLEAR
SP-1119C7A992|2026-01-12,SP-1119C7A992,2026-01-12,CLEAR
SP-1119C7A992|2026-01-19,SP-1119C7A992,2026-01-19,CLEAR
