state_id,sku_id,product_key,style_code,brand,category,product_name,week_of,days_of_supply,stock_coverage_ratio,stockout_risk,total_qty,inventory_vs_median,current_margin_pct,discount_depth_last_30d,days_since_last_discount,days_at_current_price,retail_price_usd,price_gap_pct,competitors_on_sale,competitors_out_of_stock,num_competitors,market_position,days_since_launch,season_sell_through_pct,brand_tier,cost_price_usd,seasonality_score,category_seasonal_boost,event_proximity_score,next_month_seasonality,cash_runway_months,cash_tight,inventory_intensity,rules_label,data_source,synthetic_is_augmented,synthetic_target_label,synthetic_anchor_state_id,synthetic_mutation_profile
SP-016FA5F172|2026-03-09,SP-016FA5F172,NEW BALANCE|IN234925,IN234925,New Balance,apparel,New Balance Athletic Premium Logo Relaxed Women Lifestyle Sweatshirt Big Teal,2026-03-09,64.5,2.15,0,26,1.0,52.67,0.1268,7,7,77.65,0.018,0,0,1,at_market,197,0.4222,tier1,36.75,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-016FA5F172|2026-03-16,SP-016FA5F172,NEW BALANCE|IN234925,IN234925,New Balance,apparel,New Balance Athletic Premium Logo Relaxed Women Lifestyle Sweatshirt Big Teal,2026-03-16,64.5,2.15,0,24,1.0,52.67,0.0951,14,14,77.65,0.0346,0,0,1,at_market,204,0.4667,tier1,36.75,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-016FA5F172|2026-03-23,SP-016FA5F172,NEW BALANCE|IN234925,IN234925,New Balance,apparel,New Balance Athletic Premium Logo Relaxed Women Lifestyle Sweatshirt Big Teal,2026-03-23,64.5,2.15,0,21,0.9545,52.67,0.0634,21,21,77.65,0.0491,0,0,1,at_market,211,0.5333,tier1,36.75,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-016FA5F172|2026-03-30,SP-016FA5F172,NEW BALANCE|IN234925,IN234925,New Balance,apparel,New Balance Athletic Premium Logo Relaxed Women Lifestyle Sweatshirt Big Teal,2026-03-30,64.5,2.15,0,19,1.0,52.67,0.0317,28,28,77.65,0.0555,0,0,1,above_market,218,0.5778,tier1,36.75,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-016FA5F172|2026-04-06,SP-016FA5F172,NEW BALANCE|IN234925,IN234925,New Balance,apparel,New Balance Athletic Premium Logo Relaxed Women Lifestyle Sweatshirt Big Teal,2026-04-06,64.5,2.15,0,17,1.0,52.67,0.0,35,35,77.65,0.0484,0,0,1,at_market,225,0.6222,tier1,36.75,1.1,0.0,0.8,1.15,3.0,0,0.5183,PROMOTE,real,0,,,
SP-016FA5F172|2026-04-13,SP-016FA5F172,NEW BALANCE|IN234925,IN234925,New Balance,apparel,New Balance Athletic Premium Logo Relaxed Women Lifestyle Sweatshirt Big Teal,2026-04-13,64.5,2.15,0,14,1.0,52.67,0.0,42,42,77.65,0.0341,0,0,1,at_market,232,0.6889,tier1,36.75,1.1,0.0,0.8,1.15,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2025-12-29,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2025-12-29,73.5,2.45,0,44,1.1282,57.21,0.0,999,7,42.63,0.1811,1,0,1,premium,191,0.0,tier1,18.24,0.9,0.0,0.7,0.7,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-01-05,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-01-05,73.5,2.45,0,41,1.1081,57.21,0.0,999,14,42.63,0.1602,1,0,1,premium,198,0.0682,tier1,18.24,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-01-12,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-01-12,73.5,2.45,0,39,1.1143,57.21,0.0,999,21,42.63,0.1323,1,0,1,above_market,205,0.1136,tier1,18.24,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-01-19,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-01-19,73.5,2.45,0,37,1.1212,57.21,0.0,999,28,42.63,0.11,1,0,1,above_market,212,0.1591,tier1,18.24,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-01-26,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-01-26,73.5,2.45,0,35,1.129,57.21,0.0,999,35,42.63,0.1013,1,0,1,above_market,219,0.2045,tier1,18.24,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-02-02,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-02-02,73.5,2.45,0,33,1.1,57.21,0.0,999,42,42.63,0.1086,1,0,1,above_market,226,0.25,tier1,18.24,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-02-09,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-02-09,73.5,2.45,0,31,1.1071,57.21,0.0,999,49,42.63,0.1316,1,0,1,above_market,233,0.2955,tier1,18.24,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-02-16,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-02-16,73.5,2.45,0,29,1.1154,57.21,0.0,999,56,42.63,0.1614,1,0,1,premium,240,0.3409,tier1,18.24,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-02-23,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-02-23,73.5,2.45,0,27,1.125,57.21,0.0,999,63,42.63,0.1877,1,0,1,premium,247,0.3864,tier1,18.24,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-03-02,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-03-02,73.5,2.45,0,25,1.1364,57.21,0.0,999,70,42.63,0.2006,1,0,1,premium,254,0.4318,tier1,18.24,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-03-09,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-03-09,73.5,2.45,0,22,1.1,57.21,0.1505,0,0,42.63,0.198,1,0,1,premium,261,0.5,tier1,18.24,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-03-16,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-03-16,73.5,2.45,0,19,1.0556,57.21,0.1505,0,0,42.63,0.1799,1,0,1,premium,268,0.5682,tier1,18.24,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-03-23,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-03-23,73.5,2.45,0,16,1.0667,57.21,0.1204,7,7,42.63,0.1529,1,0,1,premium,275,0.6364,tier1,18.24,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-03-30,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-03-30,73.5,2.45,0,14,1.0769,57.21,0.0903,14,14,42.63,0.1267,1,0,1,above_market,282,0.6818,tier1,18.24,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-04-06,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-04-06,73.5,2.45,0,12,1.0909,57.21,0.0602,21,21,42.63,0.1081,1,0,1,above_market,289,0.7273,tier1,18.24,1.1,0.0,0.8,1.15,3.0,0,0.5183,HOLD,real,0,,,
SP-02050B0FD1|2026-04-13,SP-02050B0FD1,ADIDAS|IK7862,IK7862,Adidas,other,"Adicolor 70S V-Neck Dress, Beige",2026-04-13,73.5,2.45,0,9,1.0,57.21,0.0301,28,28,42.63,0.1086,1,0,1,above_market,296,0.7955,tier1,18.24,1.1,0.0,0.8,1.15,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2025-12-29,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2025-12-29,53.2,1.77,0,43,0.9149,51.27,0.0,999,7,75.36,-0.1137,0,0,2,below_market,144,0.0,tier1,36.72,0.9,0.0,0.7,0.7,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-01-05,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-01-05,62.6,2.09,0,41,0.9318,51.27,0.0,999,14,75.36,-0.0816,0,0,1,below_market,151,0.0465,tier1,36.72,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-01-12,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-01-12,62.6,2.09,0,40,0.9302,51.27,0.0,999,21,75.36,-0.0495,0,0,1,at_market,158,0.0698,tier1,36.72,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-01-19,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-01-19,62.6,2.09,0,38,0.9268,51.27,0.0,999,28,75.36,-0.0249,0,0,1,at_market,165,0.1163,tier1,36.72,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-01-26,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-01-26,62.6,2.09,0,37,0.9487,51.27,0.0,999,35,75.36,-0.0159,0,0,1,at_market,172,0.1395,tier1,36.72,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-02-02,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-02-02,62.6,2.09,0,35,0.9459,51.27,0.0,999,42,75.36,-0.0267,0,0,1,at_market,179,0.186,tier1,36.72,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-02-09,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-02-09,62.6,2.09,0,32,0.9143,51.27,0.0,999,49,75.36,-0.0504,0,0,1,below_market,186,0.2558,tier1,36.72,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-02-16,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-02-16,62.6,2.09,0,30,0.9091,51.27,0.0,999,56,75.36,-0.0798,0,0,1,below_market,193,0.3023,tier1,36.72,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-02-23,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-02-23,53.2,1.77,0,28,0.9032,51.27,0.0683,0,0,75.36,-0.1039,0,0,2,below_market,200,0.3488,tier1,36.72,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-03-02,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-03-02,53.2,1.77,0,26,0.8966,51.27,0.0546,7,7,75.36,-0.1153,0,0,2,below_market,207,0.3953,tier1,36.72,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-03-09,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-03-09,53.2,1.77,0,25,0.9615,51.27,0.041,14,14,75.36,-0.1072,0,0,2,below_market,214,0.4186,tier1,36.72,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-03-16,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-03-16,62.6,2.09,0,23,0.9583,51.27,0.0273,21,21,75.36,-0.0832,0,0,1,below_market,221,0.4651,tier1,36.72,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-03-23,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-03-23,62.6,2.09,0,21,0.9545,51.27,0.0137,28,28,75.36,-0.0512,0,0,1,below_market,228,0.5116,tier1,36.72,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-03-30,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-03-30,62.6,2.09,0,19,1.0,51.27,0.0,35,35,75.36,-0.0218,0,0,1,at_market,235,0.5581,tier1,36.72,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-0246864EFD|2026-04-06,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-04-06,62.6,2.09,0,17,1.0,51.27,0.0,42,42,75.36,-0.0077,0,0,1,at_market,242,0.6047,tier1,36.72,1.1,0.0,0.8,1.15,3.0,0,0.5183,PROMOTE,real,0,,,
SP-0246864EFD|2026-04-13,SP-0246864EFD,ADIDAS|JL5081,JL5081,Adidas,apparel,Adidas Workout Essentials Woven Women Training Pant Black,2026-04-13,62.6,2.09,0,14,1.0,51.27,0.0,49,49,75.36,-0.0085,0,0,1,at_market,249,0.6744,tier1,36.72,1.1,0.0,0.8,1.15,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2025-12-29,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2025-12-29,41.4,1.38,0,42,0.8936,48.67,0.0,999,7,33.41,-0.0748,0,0,3,below_market,87,0.0,tier1,17.15,0.9,0.0,0.7,0.7,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-01-05,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-01-05,43.5,1.45,0,40,0.9091,48.67,0.0,999,14,33.41,-0.0664,0,0,2,below_market,94,0.0476,tier1,17.15,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-01-12,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-01-12,43.5,1.45,0,38,0.8837,48.67,0.0,999,21,33.41,-0.0557,0,0,2,below_market,101,0.0952,tier1,17.15,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-01-19,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-01-19,51.2,1.71,0,36,0.878,48.67,0.0,999,28,33.41,-0.0428,0,0,1,at_market,108,0.1429,tier1,17.15,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-01-26,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-01-26,51.2,1.71,0,34,0.8718,48.67,0.0,999,35,33.41,-0.0329,0,0,1,at_market,115,0.1905,tier1,17.15,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-02-02,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-02-02,51.2,1.71,0,33,0.8919,48.67,0.0,999,42,33.41,-0.0317,0,0,1,at_market,122,0.2143,tier1,17.15,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-02-09,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-02-09,51.2,1.71,0,32,0.9143,48.67,0.1448,0,0,33.41,-0.0371,0,0,1,at_market,129,0.2381,tier1,17.15,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-02-16,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-02-16,51.2,1.71,0,30,0.9091,48.67,0.1158,7,7,33.41,-0.0491,0,0,1,at_market,136,0.2857,tier1,17.15,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-02-23,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-02-23,43.5,1.45,0,29,0.9355,48.67,0.0869,14,14,33.41,-0.0641,0,0,2,below_market,143,0.3095,tier1,17.15,0.8,0.0,0.0,0.9,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-03-02,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-03-02,43.5,1.45,0,27,0.931,48.67,0.0579,21,21,33.41,-0.0784,0,0,2,below_market,150,0.3571,tier1,17.15,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-03-09,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-03-09,41.4,1.38,0,25,0.9615,48.67,0.029,28,28,33.41,-0.0853,0,0,3,below_market,157,0.4048,tier1,17.15,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-03-16,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-03-16,43.5,1.45,0,22,0.9167,48.67,0.0,35,35,33.41,-0.0838,0,0,2,below_market,164,0.4762,tier1,17.15,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-03-23,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-03-23,43.5,1.45,0,20,0.9091,48.67,0.0,42,42,33.41,-0.0751,0,0,2,below_market,171,0.5238,tier1,17.15,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-03-30,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-03-30,51.2,1.71,0,18,0.9474,48.67,0.0,49,49,33.41,-0.0626,0,0,1,below_market,178,0.5714,tier1,17.15,0.9,0.0,0.5,1.1,3.0,0,0.5183,HOLD,real,0,,,
SP-02EF4F091B|2026-04-06,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-04-06,51.2,1.71,0,16,0.9412,48.67,0.0,56,56,33.41,-0.0542,0,0,1,below_market,185,0.619,tier1,17.15,1.1,0.0,0.8,1.15,3.0,0,0.5183,PROMOTE,real,0,,,
SP-02EF4F091B|2026-04-13,SP-02EF4F091B,NEW BALANCE|IN238166,IN238166,New Balance,apparel,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,2026-04-13,51.2,1.71,0,14,1.0,48.67,0.0,63,63,33.41,-0.0476,0,0,1,at_market,192,0.6667,tier1,17.15,1.1,0.0,0.8,1.15,3.0,0,0.5183,HOLD,real,0,,,
SP-03C17880F4|2025-12-29,SP-03C17880F4,ADIDAS|JC8403,JC8403,Adidas,kids,3 STRIPES TEE,2025-12-29,65.4,2.18,0,46,1.0698,57.11,0.0,999,7,39.17,0.0633,1,0,1,above_market,111,0.0,tier1,16.8,0.9,0.0,0.7,0.7,3.0,0,0.5183,HOLD,real,0,,,
SP-03C17880F4|2026-01-05,SP-03C17880F4,ADIDAS|JC8403,JC8403,Adidas,kids,3 STRIPES TEE,2026-01-05,65.4,2.18,0,44,1.1,57.11,0.0,999,14,39.17,0.0842,1,0,1,above_market,118,0.0435,tier1,16.8,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-03C17880F4|2026-01-12,SP-03C17880F4,ADIDAS|JC8403,JC8403,Adidas,kids,3 STRIPES TEE,2026-01-12,65.4,2.18,0,42,1.1053,57.11,0.0,999,21,39.17,0.1001,1,0,1,above_market,125,0.087,tier1,16.8,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
SP-03C17880F4|2026-01-19,SP-03C17880F4,ADIDAS|JC8403,JC8403,Adidas,kids,3 STRIPES TEE,2026-01-19,65.4,2.18,0,40,1.1111,57.11,0.0,999,28,39.17,0.1082,1,0,1,above_market,132,0.1304,tier1,16.8,0.7,0.0,0.0,0.8,3.0,0,0.5183,HOLD,real,0,,,
