sku_id,product_name,brand,category,retail_price_usd,cost_price_usd,current_stock,initial_stock,total_qty,days_since_launch,days_since_last_discount,days_at_current_price,days_of_supply,current_margin_pct,season_sell_through_pct,price_gap_pct,competitors_on_sale,competitors_out_of_stock,num_competitors,market_position,match_type,match_score
SP-3B493D0895,"4DFWD 4 Running Shoes, White",Adidas,footwear,185.33,76.32,9,9,9.0,0.0,999,30,116.1,58.82,0.0,0.1421,1,0,1,above_market,exact_style,1.0
SP-28A4947B98,"4Dfwd 3 Running Shoes, Beige",Adidas,footwear,185.67,99.36,9,9,9.0,0.0,999,30,136.6,46.49,0.0,-0.1149,2,1,2,below_market,same_model_family,0.8778
SP-6C4030E8BF,"4Dfwd 3 Running Shoes, Beige",Adidas,footwear,217.2,99.36,10,10,10.0,0.0,999,30,136.6,54.25,0.0,0.047,1,0,1,at_market,exact_style,1.0
SP-73E4C8CC61,"4Dfwd 3 Running Shoes, Black",Adidas,footwear,157.46,76.32,9,9,9.0,0.0,999,30,136.6,51.53,0.0,-0.0098,2,1,2,at_market,same_model_family,0.9565
SP-DEECA186E7,"4Dfwd 3 Running Shoes, Black",Adidas,footwear,139.54,60.96,9,9,9.0,0.0,999,30,136.6,56.31,0.0,-0.1395,2,1,2,below_market,same_model_family,0.9372
SP-745B1972AB,"4Dfwd 3 Running Shoes, Black",Adidas,footwear,255.18,99.36,11,11,11.0,0.0,999,30,136.6,61.06,0.0,0.1888,1,0,1,premium,exact_style,1.0
SP-485BDE7E2C,"4Dfwd 3 Running Shoes, Black",Adidas,footwear,224.87,99.36,9,9,9.0,0.0,999,30,116.1,55.81,0.0,0.0795,1,0,1,above_market,exact_style,1.0
SP-545229B88B,"4Dfwd 3 Running Shoes, Grey",Adidas,footwear,171.5,76.32,11,11,11.0,0.0,999,30,116.1,55.5,0.0,0.0729,2,0,2,above_market,exact_style,1.0
SP-BEDB9977CB,"4Dfwd 4 Running Shoes, Black",Adidas,footwear,154.0,76.32,12,12,12.0,0.0,999,30,116.1,50.44,0.0,-0.0325,1,0,1,at_market,exact_style,1.0
SP-0D8F9A9ADA,"4Dfwd 4 Running Shoes, White",Adidas,footwear,182.95,99.36,10,10,10.0,0.0,999,30,136.6,45.69,0.0,-0.1315,1,0,1,below_market,exact_style,1.0
SP-9DB6B598F6,"4Dfwd 4 Running Shoes, White",Adidas,footwear,145.33,60.96,12,12,12.0,0.0,999,30,116.1,58.05,0.0,0.1261,1,0,1,above_market,exact_style,1.0
SP-F272E0B3EC,Crocs All Day Men Lifestyle Slippers Black,Crocs,footwear,39.39,18.72,12,12,12.0,0.0,999,30,73.5,52.48,0.0,0.0861,0,0,1,above_market,same_model_family,0.9759
SP-26CA5937C8,Crocs All Day Men Lifestyle Slippers Navy,Crocs,footwear,44.51,18.72,12,12,12.0,0.0,999,30,73.5,57.94,0.0,0.1912,0,0,1,premium,same_model_family,0.9465
SP-CA4D78ABDF,Crocs All Day Women Lifestyle Slippers Black,Crocs,footwear,36.75,18.72,10,10,10.0,0.0,999,30,73.5,49.06,0.0,0.0204,0,1,1,at_market,same_model_family,0.98
SP-0A0C5718B8,Crocs All Day Women Lifestyle Slippers Powder Pink,Crocs,footwear,44.63,18.72,9,9,9.0,0.0,999,30,73.5,58.06,0.0,0.1934,0,1,1,premium,same_model_family,0.9459
SP-1DE83EF0B0,Crocs All Day Women Lifestyle Slippers White,Crocs,footwear,31.42,18.72,10,10,10.0,0.0,999,30,73.5,40.42,0.0,-0.1458,0,1,1,below_market,same_model_family,0.9644
SP-22ED3EE46C,Crocs All Terrain Kids Lifestyle Sandals Storm,Crocs,footwear,32.41,15.08,9,9,9.0,0.0,999,30,73.5,53.47,0.0,0.1052,1,1,1,above_market,same_model_family,0.9705
SP-1EFF62AD3C,Crocs Bae Clog Women Lifestyle Black,Crocs,footwear,83.16,43.68,10,10,10.0,0.0,999,30,99.4,47.47,0.0,-0.0101,0,0,1,at_market,same_model_family,0.98
SP-B3F68BA4E6,Crocs Bae Clog Women Lifestyle Dragon Fruit,Crocs,footwear,84.2,43.68,10,10,10.0,0.0,999,30,100.6,48.12,0.0,0.0024,0,0,1,at_market,same_model_family,0.98
SP-579FCCF26F,Crocs Bae Clog Women Lifestyle Kiwi,Crocs,footwear,81.46,43.68,10,10,10.0,0.0,999,30,97.3,46.38,0.0,-0.0312,0,0,1,at_market,same_model_family,0.98
SP-9EF0AF0731,Crocs Bae Clog Women Lifestyle Orangesicle,Crocs,footwear,77.12,43.68,10,10,10.0,0.0,999,30,92.1,43.36,0.0,-0.0892,0,0,1,below_market,same_model_family,0.9771
SP-4922B84AAD,Crocs Bae Clog Women Lifestyle White,Crocs,footwear,103.95,43.68,9,9,9.0,0.0,999,30,124.2,57.98,0.0,0.1919,0,0,1,premium,same_model_family,0.9463
SP-1B705F3CD9,Crocs Bae Glitter Clog Women Lifestyle Clog Pink Milk,Crocs,footwear,78.2,46.8,9,9,9.0,0.0,999,30,93.4,40.15,0.0,0.1944,1,0,1,premium,same_model_family,0.9456
SP-0AA1FDD34E,Crocs Bae Glitter Women Lifestyle Clog Black,Crocs,footwear,105.2,46.8,9,9,9.0,0.0,999,30,125.7,55.51,0.0,0.4011,1,1,1,premium,same_model_family,0.8877
SP-6F212837EF,Crocs Bae Lined Women Lifestyle Clog Black,Crocs,footwear,70.06,34.84,9,9,9.0,0.0,999,30,83.7,50.27,0.0,0.0437,1,0,1,at_market,same_model_family,0.98
SP-63D1F944FA,Crocs Bae Pinnacle Embellished Women Lifestyle Clog Frappe,Crocs,footwear,192.49,87.36,9,9,9.0,0.0,999,30,136.6,54.62,0.0,0.1272,0,1,1,above_market,same_model_family,0.9644
SP-7C595F60D7,Crocs Bae Women Lifestyle Clog Mauve Mist,Crocs,footwear,105.71,43.68,10,10,10.0,0.0,999,30,126.3,58.68,0.0,0.2054,0,0,1,premium,same_model_family,0.9425
SP-5FCBB664AF,Crocs Bae Women Lifestyle Clog Milk Chocolate,Crocs,footwear,83.53,43.68,9,9,9.0,0.0,999,30,99.8,47.71,0.0,0.2937,1,0,1,premium,same_model_family,0.9178
SP-57E4E0DDE1,Crocs Bae Women Lifestyle Clog Quartz,Crocs,footwear,78.52,43.68,10,10,10.0,0.0,999,30,93.8,44.37,0.0,-0.0698,0,0,1,below_market,same_model_family,0.98
SP-CE1996B0E0,Crocs Bae Women Lifestyle Clog Starfish,Crocs,footwear,91.09,43.68,9,9,9.0,0.0,999,30,108.8,52.05,0.0,0.0778,0,0,1,above_market,same_model_family,0.9222
SP-12E813D427,Crocs Bae Women Lifestyle Clog Taupe,Crocs,footwear,88.7,43.68,10,10,10.0,0.0,999,30,106.0,50.76,0.0,0.053,0,0,1,above_market,same_model_family,0.9292
SP-D62159F18D,Crocs Barbie Classic Infant Lifestyle Clog Multi,Crocs,footwear,67.25,31.2,10,10,10.0,0.0,999,30,80.4,53.61,0.0,0.1078,0,1,1,above_market,same_model_family,0.9698
SP-ABDA020E90,Crocs Barbie Classic Kids Lifestyle Clog Multi,Crocs,footwear,82.57,34.32,10,10,10.0,0.0,999,30,98.7,58.44,0.0,0.2007,0,1,1,premium,same_model_family,0.9438
SP-CC5CDA3953,Crocs Bistro Slip Resistant Work Clog Unisex lifestyle Slippers Black,Crocs,footwear,43.74,21.84,9,9,9.0,0.0,999,30,73.5,50.07,0.0,0.0398,1,0,1,at_market,same_model_family,0.98
SP-8909E63A20,Crocs Bistro Slip Resistant Work Clog Unisex lifestyle Slippers Navy,Crocs,footwear,47.71,21.84,10,10,10.0,0.0,999,30,73.5,54.22,0.0,0.1197,1,0,1,above_market,same_model_family,0.9665
SP-B6194DA390,Joe Freshgoods x New Balance NB9060,New Balance,footwear,87.68,39.2,14,14,14.0,0.0,999,30,104.8,55.29,0.0,0.0876,1,0,1,above_market,exact_style,1.0
SP-AA3A19B5B7,New Balance 1000 Women Lifestyle Shoes Silver Metallic,New Balance,footwear,246.43,112.21,10,10,10.0,0.0,999,30,136.6,54.47,0.0,0.0707,0,0,1,above_market,same_model_family,0.98
SP-1119C7A992,New Balance 1080 Men Running Shoes Black/Magnet/Linen,New Balance,footwear,248.52,98.98,10,10,10.0,0.0,999,30,136.6,60.17,0.0,0.1872,1,0,1,premium,same_model_family,0.9476
SP-24B46A527F,New Balance 1080 Women Running Shoes Black/Phantom,New Balance,footwear,235.95,98.98,9,9,9.0,0.0,999,30,136.6,58.05,0.0,0.1439,1,0,1,above_market,same_model_family,0.9597
SP-D066E902D0,New Balance 1080V15 Men Running Shoes Afterglow,New Balance,footwear,273.3,134.75,12,12,12.0,0.0,999,30,136.6,50.7,0.0,-0.0062,0,0,1,at_market,same_model_family,0.98
SP-DB450DEC3B,New Balance 1080V15 Men Running Shoes Black,New Balance,footwear,316.67,134.75,12,12,12.0,0.0,999,30,136.6,57.45,0.0,0.1316,0,0,1,above_market,same_model_family,0.9632
SP-928176DAC9,New Balance 1440 Men Running Shoes Black,New Balance,footwear,133.65,53.41,10,10,10.0,0.0,999,30,136.6,60.04,0.0,0.1844,1,0,1,premium,same_model_family,0.9484
SP-A5571E2645,New Balance 1906 Men Lifestyle Shoes Silver/Black,New Balance,footwear,343.62,134.75,12,12,12.0,0.0,999,30,136.6,60.79,0.0,0.1997,0,0,1,premium,same_model_family,0.9441
SP-B2BF00C26E,New Balance 1906R Unisex Lifestyle Shoes Harbor Grey,New Balance,footwear,303.52,134.75,12,12,12.0,0.0,999,30,136.6,55.6,0.0,0.094,0,0,1,above_market,same_model_family,0.9737
SP-9E192AAE8B,New Balance 1906R Women Lifestyle Shoes Silver Metalic,New Balance,footwear,176.78,98.98,12,12,12.0,0.0,999,30,136.6,44.01,0.0,-0.1427,1,0,1,below_market,same_model_family,0.965
SP-16070A4590,New Balance 2002R Unisex Lifestyle Shoes Bone/ Light Aluminum,New Balance,footwear,137.52,62.72,9,9,9.0,0.0,999,30,136.6,54.39,0.0,0.1129,1,1,1,above_market,similar_product,0.7133
SP-5142DAE261,New Balance 204L Women Lifestyle Shoes Grey,New Balance,footwear,171.06,82.81,12,12,12.0,0.0,999,30,136.6,51.59,0.0,0.012,0,0,1,at_market,same_model_family,0.98
SP-FB406DA2F5,New Balance 237 Women Lifestyle Shoes Sea Salt,New Balance,footwear,93.08,49.98,9,9,9.0,0.0,999,30,111.2,46.3,0.0,-0.0958,1,1,1,below_market,same_model_family,0.9755
SP-A0C279D81B,New Balance 327 Men Lifestyle Shoes Black/White,New Balance,footwear,179.43,82.81,13,13,13.0,0.0,999,30,136.6,53.85,0.0,0.0581,0,0,1,above_market,same_model_family,0.98
SP-3B47C73D99,New Balance 327 Men Lifestyle Shoes Brown,New Balance,footwear,180.76,82.81,14,14,14.0,0.0,999,30,136.6,54.19,0.0,0.0651,0,0,1,above_market,same_model_family,0.98
SP-C48AE249D6,New Balance 327 Men Lifestyle Shoes Grey/ White,New Balance,footwear,139.02,57.82,10,10,10.0,0.0,999,30,136.6,58.41,0.0,0.1512,1,0,1,premium,same_model_family,0.9577
SP-B2EA9F6428,New Balance 327 Men Lifestyle Shoes Tornado,New Balance,footwear,184.98,82.81,14,14,14.0,0.0,999,30,136.6,55.23,0.0,0.0864,0,0,1,above_market,same_model_family,0.9758
SP-5F9B088137,New Balance 327 Ps-Boys Lifestyle Shoes Black/White,New Balance,footwear,82.24,37.24,10,10,10.0,0.0,999,30,98.3,54.72,0.0,0.0759,1,0,1,above_market,same_model_family,0.9787
SP-3346E77C8D,New Balance 327 Ps-Boys Lifestyle Shoes Silver Birch,New Balance,footwear,79.93,37.24,10,10,10.0,0.0,999,30,95.5,53.41,0.0,0.0492,1,0,1,at_market,same_model_family,0.98
SP-112F8642D1,New Balance 327 Women Lifestyle Shoes Black,New Balance,footwear,200.68,90.65,14,14,14.0,0.0,999,30,136.6,54.83,0.0,0.0781,0,0,1,above_market,same_model_family,0.9781
SP-7B8C3CDB88,New Balance 327 Women Lifestyle Shoes Black/Sea Salt,New Balance,footwear,183.9,82.81,9,9,9.0,0.0,999,30,136.6,54.97,0.0,0.081,0,0,1,above_market,same_model_family,0.9773
SP-4BFC3223D5,New Balance 327 Women Lifestyle Shoes Moonbeam,New Balance,footwear,205.09,82.81,10,10,10.0,0.0,999,30,136.6,59.62,0.0,0.176,0,0,1,premium,same_model_family,0.9507
SP-EED5158BD6,New Balance 327 Women Lifestyle Shoes Moonbeam/Stone Pink,New Balance,footwear,177.62,82.81,13,13,13.0,0.0,999,30,136.6,53.38,0.0,0.0485,0,0,1,at_market,same_model_family,0.98
SP-A09457D613,Nike Air Force 1 '07 Next Nature Women Lifestyle Shoes White/Linen,Nike,footwear,205.13,97.29,12,12,12.0,0.0,999,30,136.6,52.57,0.0,-0.0091,0,0,1,at_market,same_model_family,0.98
SP-74302C346B,Nike Air Force 1 '07 Women Lifestyle Shoes Burgundy Crush,Nike,footwear,184.18,79.43,9,9,9.0,0.0,999,30,136.6,56.87,0.0,0.1964,1,1,1,premium,same_model_family,0.945
SP-23392C79BE,Nike Air Force 1 '07 Women Lifestyle Shoes Midnight Navy/Black,Nike,footwear,246.76,105.75,9,9,9.0,0.0,999,30,136.6,57.14,0.0,0.0882,0,1,1,above_market,same_model_family,0.9753
SP-DC2D1E2F28,Nike Air Force 1 07 Gtx Men Lifestyle Shoes Fauna Brown/Black,Nike,footwear,189.35,91.18,10,10,10.0,0.0,999,30,136.6,51.85,0.0,0.1022,1,1,1,above_market,same_model_family,0.9714
SP-7DAC8BE0F9,Nike Air Force 1 07 Lv8 Men Lifestyle Shoes Anthracite/Grey,Nike,footwear,273.82,105.75,10,10,10.0,0.0,999,30,136.6,61.38,0.0,0.1783,0,0,1,premium,same_model_family,0.9501
SP-A4B321429E,Nike Air Force 1 07 Lv8 Men Lifestyle Shoes Black/Wolf Grey,Nike,footwear,160.86,72.85,13,13,13.0,0.0,999,30,136.6,54.71,0.0,0.1545,1,1,1,premium,same_model_family,0.9567
SP-DCBF4E8148,Nike Air Force 1 07 Men Lifestyle Shoes White/Black,Nike,footwear,213.98,97.29,13,13,13.0,0.0,999,30,136.6,54.53,0.0,0.0326,0,0,1,at_market,same_model_family,0.98
SP-672C269E79,Nike Air Force 1 07 Next Nature Women Lifestyle Shoes White/Silver,Nike,footwear,137.11,72.85,10,10,10.0,0.0,999,30,136.6,46.87,0.0,0.0081,1,1,1,at_market,same_model_family,0.98
SP-5B19015206,Nike Air Force 1 07 Premium Flowers Women Lifestyle Shoes Black/White/Gold,Nike,footwear,217.81,105.75,10,10,10.0,0.0,999,30,136.6,51.45,0.0,-0.033,0,0,1,at_market,same_model_family,0.98
SP-F32E6859B7,Nike Air Force 1 07 Vintage Women Lifestyle Shoes Burgundy/Silvr/White,Nike,footwear,189.44,79.43,12,12,12.0,0.0,999,30,136.6,58.07,0.0,0.2188,1,1,1,premium,same_model_family,0.9387
SP-DB0AA24C01,Nike Air Force 1 07 Wb Men Lifestyle Shoes Flax/Gum/Black,Nike,footwear,169.9,72.85,12,12,12.0,0.0,999,30,136.6,57.12,0.0,0.1995,1,1,1,premium,same_model_family,0.9441
SP-754C50418D,Nike Air Force 1 07 Wb Men Lifestyle Shoes Wolf Grey/Black,Nike,footwear,179.91,72.85,9,9,9.0,0.0,999,30,136.6,59.51,0.0,0.2441,1,1,1,premium,same_model_family,0.9317
SP-882C75963E,Nike Air Force 1 07 Women Lifestyle Shoes Summit White,Nike,footwear,135.55,69.56,9,9,9.0,0.0,999,30,136.6,48.68,0.0,-0.0918,1,1,1,below_market,same_model_family,0.9765
SP-B677F147CF,Nike Air Force 1 07 Women Lifestyle Shoes White,Nike,footwear,187.87,97.29,13,13,13.0,0.0,999,30,136.6,48.21,0.0,-0.1018,0,0,1,below_market,same_model_family,0.9741
SP-A766A3D4CB,Nike Air Force 1 Gs-Girls Lifestyle Shoes White/Pink,Nike,footwear,118.21,53.58,9,9,9.0,0.0,999,30,136.6,54.67,0.0,0.0356,1,1,1,at_market,same_model_family,0.98
SP-EF3A3CE8FD,Nike Air Force 1 Le Gs-Boys Lifestyle Shoes Black,Nike,footwear,204.55,81.78,12,12,12.0,0.0,999,30,136.6,60.02,0.0,0.1494,0,0,1,above_market,same_model_family,0.9582
SP-75279CED6C,Nike Air Force Men Lifestyle Shoes Summit White,Nike,footwear,183.95,69.56,9,9,9.0,0.0,999,30,136.6,62.19,0.0,0.1954,1,1,1,premium,same_model_family,0.9453
SP-20E0FF4DDC,Nike Air Jordan 1 Low Gs-Girls Lifestyle Shoes Black/White/Pink,Nike,footwear,191.59,77.08,9,9,9.0,0.0,999,30,136.6,59.77,0.0,0.144,0,0,1,above_market,same_model_family,0.9597
SP-76A23C6634,Nike Air Jordan 1 Low Men Lifestyle Shoes Black/White,Nike,footwear,162.74,79.43,10,10,10.0,0.0,999,30,136.6,51.19,0.0,0.0906,1,1,1,above_market,same_model_family,0.9746
SP-7286ED76D8,Nike Air Jordan 1 Low Men Lifestyle Shoes Gym Red/White/Black,Nike,footwear,216.35,105.75,9,9,9.0,0.0,999,30,136.6,51.12,0.0,-0.04,0,0,1,at_market,same_model_family,0.98
SP-B49F9A44F0,Nike Air Jordan 1 Low Se Women Lifestyle Shoes Anthracite,Nike,footwear,157.87,74.73,9,9,9.0,0.0,999,30,136.6,52.66,0.0,-0.0072,1,0,1,at_market,same_model_family,0.98
SP-8F8A2E507A,Nike Air Jordan 1 Low Women Lifestyle Shoes Mystic Hibiscus,Nike,footwear,193.14,79.43,11,11,11.0,0.0,999,30,136.6,58.87,0.0,-0.165,0,0,1,deep_value,same_model_family,0.9604
SP-8DEF4856DC,Nike Air Jordan 1 Men Lifestyle Shoes Sail/Blue/Lava/White,Nike,footwear,188.91,79.43,10,10,10.0,0.0,999,30,136.6,57.95,0.0,0.2166,1,1,1,premium,same_model_family,0.9394
SP-5D4B96E09C,Nike Air Jordan 1 Men Lifestyle Sneakers Black/White/Red,Nike,footwear,160.62,74.73,9,9,9.0,0.0,999,30,136.6,53.47,0.0,0.0101,1,0,1,at_market,same_model_family,0.98
SP-B461EE0286,On Cloudboom Max 1 Men Running Shoes White/Black,ON,footwear,359.24,128.34,13,13,13.0,0.0,999,30,136.6,64.27,0.0,0.2234,0,0,1,premium,same_model_family,0.9375
SP-64DAAC38A4,On Cloudboom Max 1 Women Running Shoes Honeydrew/Lilac,ON,footwear,273.77,102.58,9,9,9.0,0.0,999,30,136.6,62.53,0.0,0.1854,1,0,1,premium,same_model_family,0.9481
SP-749D462018,"Studio Lounge Rib Jumpsuit, Green",Adidas,football_boots,23.57,10.08,6,6,6.0,0.0,999,30,84.0,57.23,0.0,0.109,1,0,1,above_market,exact_style,1.0
SP-B508115FF9,On Studio 7/8 Training High Waist Plain Mineral,ON,football_boots,164.2,66.7,7,7,7.0,0.0,999,30,156.1,59.38,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-CA2B45C970,On Studio 7/8 Women Training 7/8 Tight Navy,ON,football_boots,164.9,66.7,6,6,6.0,0.0,999,30,156.1,59.55,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-238EEC1D13,On Studio Crop Top Women Training Long Sleeve Heron,ON,football_boots,80.74,34.5,7,7,7.0,0.0,999,30,110.3,57.27,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-966ED5B129,On Studio High Waist Women Training 7/8 Tight Black,ON,football_boots,143.48,66.7,7,7,7.0,0.0,999,30,156.1,53.51,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-09E55BAC3E,2024 Copa Gloro2,Adidas,football_boots,65.57,33.6,8,8,8.0,0.0,999,30,89.5,48.76,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-79E8A2816E,2024 Copa Gloro2 FG 39-45,Adidas,football_boots,82.09,36.0,8,8,8.0,0.0,999,30,112.1,56.15,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-3350E7D69E,ADIDAS COPA PURE II+ FG BOOTS39+45,Adidas,football_boots,83.85,36.0,8,8,8.0,0.0,999,30,114.5,57.07,0.0,0.0578,1,0,1,above_market,similar_product,0.7799
SP-404E26F96A,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG,Nike,football_boots,67.88,31.02,10,10,10.0,0.0,999,30,92.7,54.3,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-7BE0A2526A,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG6,Nike,football_boots,76.67,32.9,10,10,10.0,0.0,999,30,104.7,57.09,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-4129A11BDA,35-45 Nike Air Zoom Mercurial Vapor XV Elite TF,Nike,football_boots,61.48,31.02,10,10,10.0,0.0,999,30,84.0,49.54,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-AF96283080,35-45） Nike Air Zoom Mercurial Superfly IX Elite FG,Nike,football_boots,69.23,31.49,10,10,10.0,0.0,999,30,94.5,54.51,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-435247DC0F,2024 new Puma Mg studs football shoes PUMA FUTURE 2024 39-45,Puma,football_boots,60.37,35.0,8,8,8.0,0.0,999,30,84.0,42.02,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-A2F2F1E782,FUTURE 7 ULTIMATE FG36-45,Puma,football_boots,77.68,37.5,10,10,10.0,0.0,999,30,106.1,51.73,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-5ECECDA788,FUTURE 7 ULTIMATE MG,Puma,football_boots,67.91,35.0,8,8,8.0,0.0,999,30,92.7,48.46,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-BCCE453E4E,PUMA FUTURE 2024,Puma,football_boots,66.83,33.0,8,8,8.0,0.0,999,30,91.3,50.62,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-46BE11CF40,Topten Accessories The Ultimate Soccer Backpack Unisex Back To School Bag Blue/White,Topten Accessories,football_boots,14.56,7.28,6,6,6.0,0.0,999,30,84.0,50.0,0.0,0.0385,1,0,1,at_market,same_model_family,0.98
SP-8DA54A884E,Adidas All Szn Men Sportswear Hoody Black,Adidas,apparel,107.34,45.84,14,14,14.0,0.0,999,30,75.8,57.29,0.0,0.115,0,1,2,above_market,exact_style,1.0
SP-236F78ABB2,Adidas Camo Graphic Kids-Boys Sportswear T-Shirt Black,Adidas,apparel,27.49,13.68,14,14,14.0,0.0,999,30,43.5,50.24,0.0,-0.0186,0,1,2,at_market,exact_style,1.0
SP-511FC63A1A,Adidas D4T 3 Stripes Men Training Short Black,Adidas,apparel,68.3,36.72,14,14,14.0,0.0,999,30,48.3,46.24,0.0,-0.1127,0,1,2,below_market,exact_style,1.0
SP-275CC88728,Adidas Essentials Big Logo Men Sportswear T-Shirt White/Black,Adidas,apparel,42.19,21.36,14,14,14.0,0.0,999,30,43.5,49.37,0.0,-0.0429,0,0,2,at_market,exact_style,1.0
SP-DB6E685B51,Adidas Fc Bayern 25/26 Home Jersey Men Football T-Shirt Red,Adidas,apparel,140.76,76.32,14,14,14.0,0.0,999,30,80.7,45.78,0.0,-0.1296,0,0,2,below_market,exact_style,1.0
SP-CC132CEF52,Adidas Food Grilled Cheese Graphic Men Sportswear T-Shirt Off White,Adidas,apparel,43.76,21.36,14,14,14.0,0.0,999,30,43.5,51.19,0.0,-0.0055,0,0,2,at_market,exact_style,1.0
SP-42DCF92EB8,Adidas Juventus 25/26 Home Jersey Kids-Unisex Football T-Shirt White/Black,Adidas,apparel,129.37,56.16,14,14,14.0,0.0,999,30,80.7,56.59,0.0,0.0956,0,0,2,above_market,exact_style,1.0
SP-DE8799B8CD,Adidas Juventus 25/26 Home Jersey Men Football T-Shirt White/Black,Adidas,apparel,198.12,73.2,14,14,14.0,0.0,999,30,80.7,63.05,0.0,0.2328,0,0,2,premium,exact_style,1.0
SP-DB14195D44,Adidas Real Madrid 25/26 Away Jersey Men Football T-Shirt Legend Ink,Adidas,apparel,160.45,73.2,14,14,14.0,0.0,999,30,80.7,54.38,0.0,0.0527,0,0,2,above_market,exact_style,1.0
SP-DA8CC184C9,Adidas Real Madrid 25/26 Home Jersey Kids-Unisex Football T-Shirt White,Adidas,apparel,112.3,56.16,14,14,14.0,0.0,999,30,79.3,49.99,0.0,-0.0419,0,0,2,at_market,exact_style,1.0
SP-56FCC8F98B,Adidas Real Madrid 25/26 Home Jersey Men Football T-Shirt White,Adidas,apparel,175.67,73.2,14,14,14.0,0.0,999,30,80.7,58.33,0.0,0.1347,0,0,2,above_market,exact_style,1.0
SP-709D55A450,Adidas Real Madrid 25/26 Home Kids-Unisex Football Short White,Adidas,apparel,56.3,29.28,14,14,14.0,0.0,999,30,43.5,47.99,0.0,-0.0835,0,1,2,below_market,exact_style,1.0
