state_id,sku_id,product_key,style_code,brand,category,product_name,week_of,days_of_supply,stock_coverage_ratio,stockout_risk,total_qty,inventory_vs_median,current_margin_pct,discount_depth_last_30d,days_since_last_discount,days_at_current_price,retail_price_usd,price_gap_pct,competitors_on_sale,competitors_out_of_stock,num_competitors,market_position,days_since_launch,season_sell_through_pct,brand_tier,cost_price_usd,seasonality_score,category_seasonal_boost,event_proximity_score,next_month_seasonality,cash_runway_months,cash_tight,inventory_intensity,match_type,match_score,inventory_history_quality,has_competitor_data,competitor_min_price_usd,competitor_avg_price_usd,competitor_max_price_usd,sales_units_last_28d,avg_daily_sales_28d,competitor_price_trend_4w,competitor_sale_frequency_4w,competitor_oos_frequency_4w,price_gap_volatility_4w,stock_velocity_4w,sell_through_velocity_4w,days_since_competitor_change,rules_label,row_source,is_augmented,augmentation_family,anchor_state_id,sample_weight_hint,ai_label,expected_label,ai_label_confidence,label_confidence,ai_label_rationale,audit_flags,label_prompt_version,labeler_model,labeled_at,ai_label_disagrees_with_rules
SP-03C17880F4|2026-05-26,SP-03C17880F4,,JC8403,Adidas,kids,3 STRIPES TEE,2026-05-26,65.4,2.18,0,9,1.0,57.11,0.0,999,30,39.17,0.1065,1,0,1,above_market,0,0.0,tier1,16.8,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,1.0,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,inventory position is balanced; no urgent pricing intervention is needed,low_stock|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-03C17880F4|2026-06-02,SP-03C17880F4,,JC8403,Adidas,kids,3 STRIPES TEE,2026-06-02,65.4,2.18,0,9,1.0,57.11,0.0,999,30,39.17,0.1065,1,0,1,above_market,3,0.0,tier1,16.8,1.2,0.0,0.0,1.1,3.0,0,0.8224,exact_style,1.0,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-0.5,14,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,inventory position is balanced; no urgent pricing intervention is needed,low_stock|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-043F544E70|2026-05-19,SP-043F544E70,,VN0A38G1ODJ,Vans,lifestyle,Vans Old Skool White,2026-05-19,0.0,0.0,1,0,1.0,44.99,0.0,999,30,77.7,0.0,0,0,0,at_market,0,1.0,tier2,42.74,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-043F544E70|2026-05-26,SP-043F544E70,,VN0A38G1ODJ,Vans,lifestyle,Vans Old Skool White,2026-05-26,87.4,2.91,0,88,1.0,44.99,0.0,999,30,77.7,0.0,0,0,0,at_market,0,0.0,tier2,42.74,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-1.0,7,PROMOTE,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-043F544E70|2026-06-02,SP-043F544E70,,VN0A38G1ODJ,Vans,lifestyle,Vans Old Skool White,2026-06-02,87.4,2.91,0,88,1.0,44.99,0.0,999,30,77.7,0.0,0,0,0,at_market,3,0.0,tier2,42.74,1.2,0.0,0.0,1.1,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.5,-0.5,14,PROMOTE,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-04A2348ABD|2026-05-19,SP-04A2348ABD,,,Nike,lifestyle,Air Zoom Superfly Elite - FG Cleats,2026-05-19,0.0,0.0,1,0,1.0,57.17,0.0,999,30,87.79,0.0,0,0,0,at_market,0,1.0,tier1,37.6,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-04A2348ABD|2026-05-26,SP-04A2348ABD,,,Nike,lifestyle,Air Zoom Superfly Elite - FG Cleats,2026-05-26,98.7,3.29,0,12,1.0,57.17,0.0,999,30,87.79,0.0,0,0,0,at_market,0,0.0,tier1,37.6,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-14.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-04A2348ABD|2026-06-02,SP-04A2348ABD,,,Nike,lifestyle,Air Zoom Superfly Elite - FG Cleats,2026-06-02,98.7,3.29,0,12,1.0,57.17,0.0,999,30,87.79,0.0,0,0,0,at_market,3,0.0,tier1,37.6,1.2,0.0,0.0,1.1,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-7.0,-0.5,14,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-04B3889425|2026-05-26,SP-04B3889425,,FM9931,Adidas,accessories,Adidas Performance 0.75 Unisex Training Water Bottle Black,2026-05-26,38.5,1.28,0,18,1.0,56.76,0.0,999,30,14.43,0.0991,2,0,2,above_market,0,0.0,tier1,6.24,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,0.766,movement_reconstructed,1,13.0,10.1177,33.0,0.0,0.0,0.0,1.0,1.0,0.0,-10.0,-1.0,7,PROMOTE,rds_snapshot_history,0,,,1.0,MARKDOWN,MARKDOWN,0.5821,0.5821,priced above market by 10%; competitors are discounting; margin can support a markdown,low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-04B3889425|2026-06-02,SP-04B3889425,,FM9931,Adidas,accessories,Adidas Performance 0.75 Unisex Training Water Bottle Black,2026-06-02,38.5,1.28,0,18,1.0,56.76,0.0,999,30,14.43,0.0991,2,0,2,above_market,3,0.0,tier1,6.24,1.2,0.0,0.0,1.1,3.0,0,0.8224,exact_style,0.7712,movement_reconstructed,1,13.0,9.3334,33.0,0.0,0.0,0.0,1.0,1.0,0.0,-5.0,-0.5,14,PROMOTE,rds_snapshot_history,0,,,1.0,MARKDOWN,MARKDOWN,0.5821,0.5821,priced above market by 10%; competitors are discounting; margin can support a markdown,low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-0590004E40|2026-05-19,SP-0590004E40,,DB3021,Adidas,lifestyle,"Handball Spezial Shoes, Black",2026-05-19,0.0,0.0,1,0,1.0,50.1,0.0,999,30,152.94,0.4769,2,1,2,premium,0,1.0,tier1,76.32,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,0.8317,movement_reconstructed,1,80.0,114.0003,181.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,no urgent pricing intervention is needed,low_stock|overpriced|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-0669577D6B|2026-05-19,SP-0669577D6B,,555123,Birkenstock,kids,Birkenstock Arizona Kids,2026-05-19,0.0,0.0,1,0,1.0,52.0,0.0,999,30,83.25,0.0,0,0,0,at_market,0,1.0,tier2,39.96,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-0669577D6B|2026-05-26,SP-0669577D6B,,555123,Birkenstock,kids,Birkenstock Arizona Kids,2026-05-26,88.4,2.95,0,40,1.0,52.0,0.0,999,30,83.25,0.0,0,0,0,at_market,0,0.0,tier2,39.96,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-12.0,-1.0,7,PROMOTE,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-0669577D6B|2026-06-02,SP-0669577D6B,,555123,Birkenstock,kids,Birkenstock Arizona Kids,2026-06-02,88.4,2.95,0,40,1.0,52.0,0.0,999,30,83.25,0.0,0,0,0,at_market,3,0.0,tier2,39.96,1.2,0.0,0.0,1.1,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.0,-0.5,14,PROMOTE,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-06A343CFF5|2026-05-19,SP-06A343CFF5,,IN233409,ON,sportswear,On Endurance Women Running Bra Heron,2026-05-19,0.0,0.0,1,0,1.0,61.35,0.0,999,30,124.97,0.1598,1,1,1,premium,0,1.0,tier1,48.3,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.8371,movement_reconstructed,1,105.0,125.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.5981,0.5981,no urgent pricing intervention is needed,low_stock|overpriced|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-06A4E41C88|2026-05-19,SP-06A4E41C88,,IN213151,ON,apparel,On Climate Men Running Hoody Denim,2026-05-19,0.0,0.0,1,0,1.0,64.28,0.0,999,30,142.95,0.1256,1,1,1,above_market,0,1.0,tier1,51.06,1.15,0.0,0.0,1.2,3.0,0,0.8224,similar_product,0.7502,movement_reconstructed,1,125.0,139.4,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.7655,0.7655,no urgent pricing intervention is needed,low_stock|overpriced|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-09354499DD|2026-05-19,SP-09354499DD,,IN218636,ON,apparel,On Boxy Club Women Lifestyle T-Shirt White,2026-05-19,0.0,0.0,1,0,1.0,59.4,0.0,999,30,73.65,0.294,1,1,1,premium,0,1.0,tier1,29.9,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.8578,movement_reconstructed,1,52.0,58.75,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,no urgent pricing intervention is needed,low_stock|overpriced|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-09E55BAC3E|2026-05-19,SP-09E55BAC3E,,,Adidas,football_boots,2024 Copa Gloro2,2026-05-19,0.0,0.0,1,0,1.0,48.76,0.0,999,30,65.57,0.0,0,0,0,at_market,0,1.0,tier1,33.6,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-09E55BAC3E|2026-05-26,SP-09E55BAC3E,,,Adidas,football_boots,2024 Copa Gloro2,2026-05-26,89.5,2.98,0,8,1.0,48.76,0.0,999,30,65.57,0.0,0,0,0,at_market,0,0.0,tier1,33.6,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-9.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-09E55BAC3E|2026-06-02,SP-09E55BAC3E,,,Adidas,football_boots,2024 Copa Gloro2,2026-06-02,89.5,2.98,0,8,1.0,48.76,0.0,999,30,65.57,0.0,0,0,0,at_market,3,0.0,tier1,33.6,1.2,0.0,0.0,1.1,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.5,-0.5,14,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-0A0C5718B8|2026-05-19,SP-0A0C5718B8,,IN236716,Crocs,footwear,Crocs All Day Women Lifestyle Slippers Powder Pink,2026-05-19,0.0,0.0,1,0,1.0,58.06,0.0,999,30,44.63,0.0589,1,1,1,above_market,0,1.0,tier2,18.72,1.15,0.0,0.0,1.2,3.0,0,0.8224,similar_product,0.7312,movement_reconstructed,1,42.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-0A0C5718B8|2026-05-26,SP-0A0C5718B8,,IN236716,Crocs,footwear,Crocs All Day Women Lifestyle Slippers Powder Pink,2026-05-26,73.5,2.45,0,9,1.0,58.06,0.0,999,30,44.63,0.0589,1,1,1,above_market,0,0.0,tier2,18.72,1.15,0.0,0.0,1.2,3.0,0,0.8224,similar_product,0.728,movement_reconstructed,1,42.0,47.3125,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.7586,0.7586,inventory position is balanced; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-0A0C5718B8|2026-06-02,SP-0A0C5718B8,,IN236716,Crocs,footwear,Crocs All Day Women Lifestyle Slippers Powder Pink,2026-06-02,73.5,2.45,0,9,1.0,58.06,0.0,999,30,44.63,0.0589,1,1,1,above_market,3,0.0,tier2,18.72,1.2,0.0,0.0,1.1,3.0,0,0.8224,similar_product,0.727,movement_reconstructed,1,42.0,47.75,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-0.5,14,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.7586,0.7586,inventory position is balanced; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-0AA1FDD34E|2026-05-19,SP-0AA1FDD34E,,IN227557,Crocs,footwear,Crocs Bae Glitter Women Lifestyle Clog Black,2026-05-19,0.0,0.0,1,0,1.0,55.51,0.0,999,30,105.2,0.0,0,0,0,at_market,0,1.0,tier2,46.8,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-0AA1FDD34E|2026-05-26,SP-0AA1FDD34E,,IN227557,Crocs,footwear,Crocs Bae Glitter Women Lifestyle Clog Black,2026-05-26,125.7,4.19,0,9,1.0,55.51,0.0,999,30,105.2,0.0,0,0,0,at_market,0,0.0,tier2,46.8,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-14.0,-1.0,7,CLEAR,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match|stale_inventory,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
