sku_id,week_start_date,week_number,label,days_of_supply,sell_through_rate,velocity_ratio,price_gap_pct,gross_margin_pct,seasonal_mult,rule_triggered
SKU-IC9759,2026-08-27,35,HOLD,999.0,0.6154,1.0,-0.0234,0.539,1.029,rule_hold
SKU-IC9759,2026-09-03,36,PROMOTE,999.0,0.6154,1.0,-0.0234,0.539,1.6,rule_promote
SKU-IC9759,2026-09-10,37,PROMOTE,999.0,0.6154,1.0,-0.0234,0.539,1.6,rule_promote
SKU-IC9759,2026-09-17,38,PROMOTE,999.0,0.6154,1.0,-0.0234,0.539,1.6,rule_promote
SKU-IC9759,2026-09-24,39,PROMOTE,999.0,0.6154,1.0,-0.0234,0.539,1.6,rule_promote
SKU-IC9759,2026-10-01,40,HOLD,999.0,0.6154,1.0,-0.0234,0.539,1.1,rule_hold
SKU-IC9759,2026-10-08,41,HOLD,112.0,0.6923,1.0,-0.0234,0.539,1.1,rule_hold
SKU-IC9759,2026-10-15,42,HOLD,112.0,0.6923,0.8571,-0.0234,0.539,1.1,rule_hold
SKU-IC9759,2026-10-22,43,HOLD,112.0,0.6923,0.0,-0.0234,0.539,1.1,rule_hold
SKU-IC9759,2026-10-29,44,HOLD,112.0,0.6923,0.0,-0.0234,0.539,1.043,rule_hold
SKU-IC9759,2026-11-05,45,HOLD,999.0,0.6923,0.1429,-0.0234,0.539,1.0,rule_hold
SKU-IC9759,2026-11-12,46,HOLD,999.0,0.6923,1.0,-0.0234,0.539,1.0,rule_hold
SKU-IC9759,2026-11-19,47,HOLD,999.0,0.6923,1.0,-0.0234,0.539,1.0,rule_hold
SKU-IC9759,2026-11-26,48,HOLD,84.0,0.7692,1.0,-0.0234,0.539,1.0,rule_hold
SKU-IC9759,2026-12-03,49,HOLD,84.0,0.7692,0.0,-0.0234,0.539,1.0,rule_hold
SKU-IC9759,2026-12-10,50,HOLD,84.0,0.7692,0.0,-0.0234,0.539,1.0,rule_hold
SKU-IC9759,2026-12-17,51,HOLD,84.0,0.7692,0.0,-0.0234,0.539,1.0,rule_hold
SKU-IC9759,2026-12-24,52,HOLD,999.0,0.7692,1.0,-0.0234,0.539,1.0,rule_hold
SKU-IZ0114,2026-01-01,1,,,,1.0,0.1212,0.529,,cold_start
SKU-IZ0114,2026-01-08,2,,,,1.0,0.1212,0.529,,cold_start
SKU-IZ0114,2026-01-15,3,,,,1.0,0.1212,0.529,,cold_start
SKU-IZ0114,2026-01-22,4,,,,1.0,0.1212,0.529,,cold_start
SKU-IZ0114,2026-01-29,5,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.9,rule_clear
SKU-IZ0114,2026-02-05,6,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.9,rule_clear
SKU-IZ0114,2026-02-12,7,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.9,rule_clear
SKU-IZ0114,2026-02-19,8,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.9,rule_clear
SKU-IZ0114,2026-02-26,9,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.014,rule_clear
SKU-IZ0114,2026-03-05,10,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-03-12,11,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-03-19,12,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-03-26,13,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.114,rule_clear
SKU-IZ0114,2026-04-02,14,PROMOTE,999.0,0.0,1.0,0.1212,0.529,1.2,rule_promote
SKU-IZ0114,2026-04-09,15,PROMOTE,999.0,0.0,1.0,0.1212,0.529,1.2,rule_promote
SKU-IZ0114,2026-04-16,16,PROMOTE,999.0,0.0,1.0,0.1212,0.529,1.2,rule_promote
SKU-IZ0114,2026-04-23,17,PROMOTE,999.0,0.0,1.0,0.1212,0.529,1.2,rule_promote
SKU-IZ0114,2026-04-30,18,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.114,rule_clear
SKU-IZ0114,2026-05-07,19,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-05-14,20,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-05-21,21,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-05-28,22,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.971,rule_clear
SKU-IZ0114,2026-06-04,23,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.8,rule_clear
SKU-IZ0114,2026-06-11,24,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.8,rule_clear
SKU-IZ0114,2026-06-18,25,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.8,rule_clear
SKU-IZ0114,2026-06-25,26,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.786,rule_clear
SKU-IZ0114,2026-07-02,27,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.7,rule_clear
SKU-IZ0114,2026-07-09,28,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.7,rule_clear
SKU-IZ0114,2026-07-16,29,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.7,rule_clear
SKU-IZ0114,2026-07-23,30,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.7,rule_clear
SKU-IZ0114,2026-07-30,31,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.771,rule_clear
SKU-IZ0114,2026-08-06,32,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.8,rule_clear
SKU-IZ0114,2026-08-13,33,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.8,rule_clear
SKU-IZ0114,2026-08-20,34,CLEAR,999.0,0.0,1.0,0.1212,0.529,0.8,rule_clear
SKU-IZ0114,2026-08-27,35,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.029,rule_clear
SKU-IZ0114,2026-09-03,36,PROMOTE,999.0,0.0,1.0,0.1212,0.529,1.6,rule_promote
SKU-IZ0114,2026-09-10,37,PROMOTE,999.0,0.0,1.0,0.1212,0.529,1.6,rule_promote
SKU-IZ0114,2026-09-17,38,PROMOTE,999.0,0.0,1.0,0.1212,0.529,1.6,rule_promote
SKU-IZ0114,2026-09-24,39,PROMOTE,999.0,0.0,1.0,0.1212,0.529,1.6,rule_promote
SKU-IZ0114,2026-10-01,40,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-10-08,41,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-10-15,42,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-10-22,43,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.1,rule_clear
SKU-IZ0114,2026-10-29,44,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.043,rule_clear
SKU-IZ0114,2026-11-05,45,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.0,rule_clear
SKU-IZ0114,2026-11-12,46,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.0,rule_clear
SKU-IZ0114,2026-11-19,47,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.0,rule_clear
SKU-IZ0114,2026-11-26,48,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.0,rule_clear
SKU-IZ0114,2026-12-03,49,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.0,rule_clear
SKU-IZ0114,2026-12-10,50,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.0,rule_clear
SKU-IZ0114,2026-12-17,51,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.0,rule_clear
SKU-IZ0114,2026-12-24,52,CLEAR,999.0,0.0,1.0,0.1212,0.529,1.0,rule_clear
SKU-IY9861,2026-01-01,1,,,,1.0,0.0612,0.5311,,cold_start
SKU-IY9861,2026-01-08,2,,,,1.0,0.0612,0.5311,,cold_start
SKU-IY9861,2026-01-15,3,,,,1.0,0.0612,0.5311,,cold_start
SKU-IY9861,2026-01-22,4,,,,1.0,0.0612,0.5311,,cold_start
SKU-IY9861,2026-01-29,5,HOLD,999.0,0.0,1.0,0.0612,0.5311,0.9,rule_hold
SKU-IY9861,2026-02-05,6,HOLD,999.0,0.0,1.0,0.0612,0.5311,0.9,rule_hold
SKU-IY9861,2026-02-12,7,HOLD,999.0,0.0,1.0,0.0612,0.5311,0.9,rule_hold
SKU-IY9861,2026-02-19,8,HOLD,999.0,0.0,1.0,0.0612,0.5311,0.9,rule_hold
SKU-IY9861,2026-02-26,9,HOLD,999.0,0.0,1.0,0.0612,0.5311,1.014,rule_hold
SKU-IY9861,2026-03-05,10,HOLD,308.0,0.0833,1.0,0.0612,0.5311,1.1,rule_hold
SKU-IY9861,2026-03-12,11,MARKDOWN,308.0,0.0833,0.1429,0.0612,0.5311,1.1,rule_markdown
SKU-IY9861,2026-03-19,12,MARKDOWN,308.0,0.0833,0.0,0.0612,0.5311,1.1,rule_markdown
SKU-IY9861,2026-03-26,13,HOLD,140.0,0.1667,1.2857,0.0612,0.5311,1.114,rule_hold
SKU-IY9861,2026-04-02,14,PROMOTE,280.0,0.1667,0.8571,0.0612,0.5311,1.2,rule_promote
SKU-IY9861,2026-04-09,15,PROMOTE,126.0,0.25,2.1429,0.0612,0.5311,1.2,rule_promote
SKU-IY9861,2026-04-16,16,PROMOTE,126.0,0.25,0.8571,0.0612,0.5311,1.2,rule_promote
SKU-IY9861,2026-04-23,17,MARKDOWN,112.0,0.3333,0.4286,0.0612,0.5311,1.2,rule_markdown
SKU-IY9861,2026-04-30,18,HOLD,112.0,0.3333,2.5714,0.0612,0.5311,1.114,rule_hold
SKU-IY9861,2026-05-07,19,MARKDOWN,224.0,0.3333,0.0,0.0612,0.5311,1.1,rule_markdown
SKU-IY9861,2026-05-14,20,MARKDOWN,224.0,0.3333,0.0,0.0612,0.5311,1.1,rule_markdown
SKU-IY9861,2026-05-21,21,MARKDOWN,999.0,0.3333,0.1429,0.0612,0.5311,1.1,rule_markdown
SKU-IY9861,2026-05-28,22,HOLD,999.0,0.3333,1.0,0.0612,0.5311,0.971,rule_hold
SKU-IY9861,2026-06-04,23,HOLD,999.0,0.3333,1.0,0.0612,0.5311,0.8,rule_hold
SKU-IY9861,2026-06-11,24,HOLD,196.0,0.4167,1.0,0.0612,0.5311,0.8,rule_hold
SKU-IY9861,2026-06-18,25,MARKDOWN,196.0,0.4167,0.7143,0.0612,0.5311,0.8,rule_markdown
SKU-IY9861,2026-06-25,26,MARKDOWN,196.0,0.4167,0.0,0.0612,0.5311,0.786,rule_markdown
SKU-IY9861,2026-07-02,27,MARKDOWN,196.0,0.4167,0.0,0.0612,0.5311,0.7,rule_markdown
SKU-IY9861,2026-07-09,28,MARKDOWN,999.0,0.4167,0.2857,0.0612,0.5311,0.7,rule_markdown
SKU-IY9861,2026-07-16,29,HOLD,999.0,0.4167,1.0,0.0612,0.5311,0.7,rule_hold
SKU-IY9861,2026-07-23,30,HOLD,999.0,0.4167,1.0,0.0612,0.5311,0.7,rule_hold
SKU-IY9861,2026-07-30,31,HOLD,168.0,0.5,1.0,0.0612,0.5311,0.771,rule_hold
SKU-IY9861,2026-08-06,32,HOLD,70.0,0.5833,2.0,0.0612,0.5311,0.8,rule_hold
SKU-IY9861,2026-08-13,33,HOLD,70.0,0.5833,1.2857,0.0612,0.5311,0.8,rule_hold
SKU-IY9861,2026-08-20,34,HOLD,37.33,0.6667,0.8571,0.0612,0.5311,0.8,rule_hold
SKU-IY9861,2026-08-27,35,HOLD,56.0,0.6667,0.8571,0.0612,0.5311,1.029,rule_hold
SKU-IY9861,2026-09-03,36,MARKDOWN,112.0,0.6667,0.0,0.0612,0.5311,1.6,rule_markdown
SKU-IY9861,2026-09-10,37,PROMOTE,70.0,0.6429,1.7143,0.0612,0.5311,1.6,rule_promote
SKU-IY9861,2026-09-17,38,PROMOTE,140.0,0.6429,1.2857,0.0612,0.5311,1.6,rule_promote
SKU-IY9861,2026-09-24,39,PROMOTE,28.0,0.7857,3.8571,0.0612,0.5311,1.6,rule_promote
SKU-IY9861,2026-10-01,40,HOLD,28.0,0.7857,1.0714,0.0612,0.5311,1.1,rule_hold
SKU-IY9861,2026-10-08,41,MARKDOWN,70.0,0.6875,0.0,0.0612,0.5311,1.1,rule_markdown
SKU-IY9861,2026-10-15,42,MARKDOWN,70.0,0.6875,0.0,0.0612,0.5311,1.1,rule_markdown
SKU-IY9861,2026-10-22,43,MARKDOWN,999.0,0.6875,0.2857,0.0612,0.5311,1.1,rule_markdown
SKU-IY9861,2026-10-29,44,HOLD,112.0,0.75,1.0,0.0612,0.5311,1.043,rule_hold
SKU-IY9861,2026-11-05,45,MARKDOWN,112.0,0.75,0.7143,0.0612,0.5311,1.0,rule_markdown
SKU-IY9861,2026-11-12,46,MARKDOWN,112.0,0.75,0.0,0.0612,0.5311,1.0,rule_markdown
SKU-IY9861,2026-11-19,47,MARKDOWN,112.0,0.75,0.0,0.0612,0.5311,1.0,rule_markdown
SKU-IY9861,2026-11-26,48,HOLD,84.0,0.8125,2.4286,0.0612,0.5311,1.0,rule_hold
SKU-IY9861,2026-12-03,49,MARKDOWN,84.0,0.8125,0.0,0.0612,0.5311,1.0,rule_markdown
SKU-IY9861,2026-12-10,50,HOLD,9.33,0.9375,4.7143,0.0612,0.5311,1.0,rule_hold
SKU-IY9861,2026-12-17,51,HOLD,18.67,0.8824,1.0714,0.0612,0.5311,1.0,rule_hold
SKU-IY9861,2026-12-24,52,HOLD,28.0,0.8824,0.0,0.0612,0.5311,1.0,rule_hold
SKU-H11427,2026-01-01,1,,,,1.0,0.0225,0.5105,,cold_start
SKU-H11427,2026-01-08,2,,,,1.0,0.0225,0.5105,,cold_start
SKU-H11427,2026-01-15,3,,,,1.0,0.0225,0.5105,,cold_start
SKU-H11427,2026-01-22,4,,,,1.0,0.0225,0.5105,,cold_start
SKU-H11427,2026-01-29,5,HOLD,999.0,0.0,1.0,0.0225,0.5105,0.9,rule_hold
SKU-H11427,2026-02-05,6,HOLD,999.0,0.0,1.0,0.0225,0.5105,0.9,rule_hold
SKU-H11427,2026-02-12,7,HOLD,999.0,0.0,1.0,0.0225,0.5105,0.9,rule_hold
SKU-H11427,2026-02-19,8,HOLD,999.0,0.0,1.0,0.0225,0.5105,0.9,rule_hold
SKU-H11427,2026-02-26,9,HOLD,999.0,0.0,1.0,0.0225,0.5105,1.014,rule_hold
SKU-H11427,2026-03-05,10,HOLD,999.0,0.0,1.0,0.0225,0.5105,1.1,rule_hold
SKU-H11427,2026-03-12,11,HOLD,999.0,0.0,1.0,0.0225,0.5105,1.1,rule_hold
SKU-H11427,2026-03-19,12,HOLD,999.0,0.0,1.0,0.0225,0.5105,1.1,rule_hold
SKU-H11427,2026-03-26,13,HOLD,999.0,0.0,1.0,0.0225,0.5105,1.114,rule_hold
SKU-H11427,2026-04-02,14,PROMOTE,196.0,0.125,1.0,0.0225,0.5105,1.2,rule_promote
SKU-H11427,2026-04-09,15,PROMOTE,84.0,0.25,1.2857,0.0225,0.5105,1.2,rule_promote
SKU-H11427,2026-04-16,16,PROMOTE,84.0,0.25,2.1429,0.0225,0.5105,1.2,rule_promote
SKU-H11427,2026-04-23,17,MARKDOWN,84.0,0.25,0.0,0.0225,0.5105,1.2,rule_markdown
SKU-H11427,2026-04-30,18,MARKDOWN,168.0,0.25,0.0,0.0225,0.5105,1.114,rule_markdown
SKU-H11427,2026-05-07,19,HOLD,140.0,0.375,2.0,0.0225,0.5105,1.1,rule_hold
SKU-H11427,2026-05-14,20,MARKDOWN,140.0,0.375,0.1429,0.0225,0.5105,1.1,rule_markdown
SKU-H11427,2026-05-21,21,MARKDOWN,140.0,0.375,0.0,0.0225,0.5105,1.1,rule_markdown
SKU-H11427,2026-05-28,22,HOLD,56.0,0.5,2.5714,0.0225,0.5105,0.971,rule_hold
SKU-H11427,2026-06-04,23,MARKDOWN,112.0,0.5,0.4286,0.0225,0.5105,0.8,rule_markdown
SKU-H11427,2026-06-11,24,MARKDOWN,112.0,0.5,0.0,0.0225,0.5105,0.8,rule_markdown
SKU-H11427,2026-06-18,25,HOLD,42.0,0.625,0.8571,0.0225,0.5105,0.8,rule_hold
SKU-H11427,2026-06-25,26,HOLD,84.0,0.625,1.0,0.0225,0.5105,0.786,rule_hold
SKU-H11427,2026-07-02,27,MARKDOWN,84.0,0.625,0.0,0.0225,0.5105,0.7,rule_markdown
SKU-H11427,2026-07-09,28,MARKDOWN,84.0,0.625,0.0,0.0225,0.5105,0.7,rule_markdown
SKU-H11427,2026-07-16,29,MARKDOWN,999.0,0.625,0.2857,0.0225,0.5105,0.7,rule_markdown
SKU-H11427,2026-07-23,30,HOLD,999.0,0.625,1.0,0.0225,0.5105,0.7,rule_hold
SKU-H11427,2026-07-30,31,HOLD,999.0,0.625,1.0,0.0225,0.5105,0.771,rule_hold
SKU-H11427,2026-08-06,32,HOLD,56.0,0.75,1.0,0.0225,0.5105,0.8,rule_hold
SKU-H11427,2026-08-13,33,HOLD,56.0,0.75,0.8571,0.0225,0.5105,0.8,rule_hold
SKU-H11427,2026-08-20,34,HOLD,14.0,0.875,1.7143,0.0225,0.5105,0.8,rule_hold
SKU-H11427,2026-08-27,35,HOLD,14.0,0.875,1.2857,0.0225,0.5105,1.029,rule_hold
SKU-H11427,2026-09-03,36,MARKDOWN,112.0,0.6364,0.0,0.0225,0.5105,1.6,rule_markdown
SKU-H11427,2026-09-10,37,MARKDOWN,112.0,0.6364,0.0,0.0225,0.5105,1.6,rule_markdown
SKU-H11427,2026-09-17,38,PROMOTE,84.0,0.7273,1.4286,0.0225,0.5105,1.6,rule_promote
SKU-H11427,2026-09-24,39,MARKDOWN,84.0,0.7273,0.1429,0.0225,0.5105,1.6,rule_markdown
SKU-H11427,2026-10-01,40,MARKDOWN,84.0,0.7273,0.0,0.0225,0.5105,1.1,rule_markdown
SKU-H11427,2026-10-08,41,MARKDOWN,84.0,0.7273,0.0,0.0225,0.5105,1.1,rule_markdown
SKU-H11427,2026-10-15,42,HOLD,999.0,0.7273,0.8571,0.0225,0.5105,1.1,rule_hold
