sku_id,date,month,system_category,stock_start_of_day,units_sold,restock_units,stock_end_of_day,revenue_usd,cogs_usd,restock_cost_usd,days_of_supply,sell_through_rate,velocity_ratio,is_stockout,restock_triggered,cumulative_units_sold,cumulative_restock_units,reorder_point,safety_stock,seasonal_mult
SKU-JC9577,2026-04-23,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-24,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-25,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-26,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-27,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-28,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-29,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-30,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-05-01,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-02,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-03,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-04,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-05,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-06,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-07,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-08,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-09,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-10,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-11,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-12,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-13,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-14,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-15,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-16,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-17,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-18,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-19,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-20,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-21,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-22,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-23,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-24,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-25,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-26,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-27,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-28,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-29,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-30,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-05-31,5,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-06-01,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-02,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-03,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-04,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-05,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-06,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-07,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-08,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-09,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-10,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-11,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-12,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-13,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-14,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-15,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-16,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-17,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-18,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-19,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-20,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-21,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-22,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-23,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-24,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-25,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-26,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-27,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-28,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-29,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-06-30,6,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.8
SKU-JC9577,2026-07-01,7,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.7
